account,token address,amount,state,pool address,tx id,,,,
0.0.4242808,0.05869781259452520,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335844.736170035,,,,
0.0.4325729,0.0001084371908154870,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4325689,0.1166994373181410,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335847.958798512,,,,
0.0.3938506,0.01472232897079580,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335844.627578146,,,,
0.0.639876,0.0000011827913347646,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335845.277735973,,,,
0.0.4329215,0.0000412555204568016,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.854331,7.87156569490664E-07,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4317488,0.000002980005874109940,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.835079,7.828006788641950,SUCCESS,0.0.4794920,0.0.3951117&0.0.6071119,0.0.4138717@1728335845.258809647,,,,
0.0.4312852,0.0153174684545761,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335848.957562255,,,,
0.0.2221648,1.338918012426240,SUCCESS,0.0.4794920,0.0.3951117&0.0.6071119,0.0.4138717@1728335846.551116468,,,,
0.0.860764,0.08714072856870030,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1285385,5.7936928617448E-07,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335847.556446824,,,,
0.0.4333286,0.000001486847182618100,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335850.750089592,,,,
0.0.1388261,0.0003525843548120620,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.644000,8.66846072498168E-07,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335851.132962336,,,,
0.0.1094479,0.0006066821635102710,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335848.562137219,,,,
0.0.4339159,0.00001687850716978620,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1142527,0.0002216507003999480,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.795838,0.6420364382263900,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804,0.0.4138717@1728335850.265591747,,,,
0.0.4340839,0.000004395672541755010,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.2173349,0.0007749575713053940,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.700741,0.001658169663967120,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335852.428431056,,,,
0.0.3157857,18.21787292248380,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804&0.0.6071119,0.0.4138717@1728335853.750655527,,,,
0.0.3242760,0.8114995113230170,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335851.968378383,,,,
0.0.1453803,0.2145504225475920,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4275459,0.0001610810225341480,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335853.722676797,,,,
0.0.1414140,4222.266341191810,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804,0.0.4138717@1728335851.729913518,,,,
0.0.4312268,0.000514303583813443,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.2291208,0.00009966472806212630,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1130289,2.28021192376E-10,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335853.794405387,,,,
0.0.4318274,0.000006183163198612590,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4346579,1.05838121787744E-07,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.508876,0.000004685889463975830,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4315388,0.004482796840970630,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335851.359187543,,,,
0.0.928466,0.0007140975185794520,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.1314568,3.062222678118350,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335855.207489099,,,,
0.0.833277,2.319264283467640,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335852.011116310,,,,
0.0.834210,0.006967639617086670,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335855.706863225,,,,
0.0.1413657,0.000006674974266813500,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335856.182056727,,,,
0.0.1092596,0.005680264213462100,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1323355,0.000005762415226085060,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335855.801146459,,,,
0.0.1409958,0.000228188421311923,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335856.030024177,,,,
0.0.1456882,0.009337484131193300,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4349534,0.000816399271805322,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1097257,0.0001322330201447900,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.1183511,0.00003560723403426320,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335857.662967227,,,,
0.0.833282,0.136186045008158,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335855.335802707,,,,
0.0.4343415,0.0004112974588499580,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4350041,0.000005452228723427540,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1692881,0.02825281939631200,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335856.324897616,,,,
0.0.4350595,0.4199737409548520,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335856.682070098,,,,
0.0.844834,0.01147568737960160,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1989187,32930.74177754170,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335860.218894715,,,,
0.0.1910285,0.000003520991900031860,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335858.168995659,,,,
0.0.2174952,2.519300930093800,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804,0.0.4138717@1728335859.178767097,,,,
0.0.1786929,0.00005403002261373730,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335861.581957174,,,,
0.0.1735540,0.00002176425660912890,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335861.683942895,,,,
0.0.1068074,0.00003841214024355550,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4350198,0.02345513050523220,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4350332,0.01333067784460910,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.476366,0.09881887110979000,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335861.266453879,,,,
0.0.4354429,0.006858640521886050,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4354680,0.0005672060356293940,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1601282,0.0007364400962306530,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4354787,0.0009061692703295440,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1374254,0.07334462491783990,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335861.280924198,,,,
0.0.4358173,19.36405008734030,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804,0.0.4138717@1728335859.912466128,,,,
0.0.4358136,0.00002412726642420580,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335863.524459651,,,,
0.0.4355086,0.001162013808343860,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4335724,0.06615646638885240,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4360597,0.000002337457530597750,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335861.214779283,,,,
0.0.4361315,0.009361623638448530,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335866.109379881,,,,
0.0.1362812,0.000007221668166816970,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4361364,0.00962441686693854,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.658363,0.2106670640706680,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4363895,0.001207943442669530,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4354247,0.004434975724642310,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335864.285815077,,,,
0.0.1485603,0.00154454625876526,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335864.735675101,,,,
0.0.4354068,0.000157081135420718,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335864.260471925,,,,
0.0.3597846,2.190602052755900,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335867.631291368,,,,
0.0.2021721,0.0008506624084089590,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4339025,0.01497745575438700,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.455391,0.1647745390309960,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335865.094896617,,,,
0.0.4355589,0.00334963171929612,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1271376,0.01544735147625260,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335865.821436300,,,,
0.0.4321790,0.0007443129700472940,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335865.009755312,,,,
0.0.4367595,0.01841929735122500,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335866.461417559,,,,
0.0.1506598,0.01581795142198400,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335868.478289332,,,,
0.0.4324445,0.2228213770987700,SUCCESS,0.0.4794920,0.0.3951117&0.0.6071119,0.0.4138717@1728335865.922131263,,,,
0.0.1662023,0.02362664297028470,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335869.482623935,,,,
0.0.4322065,0.00002932786077354940,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4368518,0.005456591735103510,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.1066283,0.007765834182781800,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1509311,0.003066036690332600,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335867.883177480,,,,
0.0.785099,48.08337505718000,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335872.337084465,,,,
0.0.4320148,0.0001192116500573370,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1332005,0.000005304157463680610,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335871.593254017,,,,
0.0.883455,0.000134886867164129,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1290756,0.00121003429118431,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4355084,0.00001509241920199280,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.104926,1.13519989157048E-07,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335871.522108280,,,,
0.0.4475370,0.004812536415763230,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4480455,0.00000198927712505648,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4348824,5.06357155897848E-07,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1425515,16.77184307348900,SUCCESS,0.0.4794920,0.0.3951117&0.0.6071119,0.0.4138717@1728335868.692776326,,,,
0.0.4435059,0.5818747671452490,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804,0.0.4138717@1728335869.795871536,,,,
0.0.3929729,0.03189226929726840,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.227955,0.0005251385167587930,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335873.875972894,,,,
0.0.1103122,48.12901038981180,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335872.705379302,,,,
0.0.1724010,0.003725196730209070,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335870.825050923,,,,
0.0.3727929,0.000367439242346217,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4328823,0.00002156481078165630,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335872.325936011,,,,
0.0.4536883,0.0006748918716404020,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4543305,0.5343155961929540,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335872.399603224,,,,
0.0.4338721,0.5414329610493560,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335874.546889835,,,,
0.0.1891166,0.01269069024332260,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4395191,0.000001090312235549260,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4333098,0.0001684728849243280,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335874.567088940,,,,
0.0.1760445,0.00000759220154273736,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4544530,0.6367733694430950,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.1506629,0.004666417302948370,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335876.682904582,,,,
0.0.795933,0.07522395703968740,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335877.419030131,,,,
0.0.4325755,0.0703991913403361,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4793538,0.006074008385082150,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4582751,0.007644839452330270,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335878.857501062,,,,
0.0.4606843,0.002287783862475810,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335874.804870909,,,,
0.0.4738422,0.03622947241997580,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335877.361370048,,,,
0.0.4324463,0.004889091621063500,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335879.868677284,,,,
0.0.4203261,0.01429125734960170,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.1266990,0.06120408498922620,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335879.907679841,,,,
0.0.5118079,1.981023415511830,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.5118232,0.2497298242980980,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.5118190,0.940984036623961,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.5119346,4.778742916137530,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.5123535,60.25911152438870,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.1695075,0.2007117287357550,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335877.791633781,,,,
0.0.841339,0.07528845817633450,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335880.551869217,,,,
0.0.4339080,0.03012572610507210,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.5123512,0.3153572909610310,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.924439,0.06577997369025020,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335879.406786405,,,,
0.0.858063,0.2513254565760410,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335879.886315018,,,,
0.0.5182107,0.3187379733236670,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
0.0.5188747,8.070213655488610,SUCCESS,0.0.4794920,0.0.3951117&0.0.3964804,0.0.4138717@1728335878.755452629,,,,
0.0.5202236,0.02367213335359340,NOT_ASSOCIATED,0.0.4794920,0.0.3951117,,,,,
0.0.4590627,0.03788518482517780,SUCCESS,0.0.4794920,0.0.3951117,0.0.4138717@1728335880.973620844,,,,
0.0.5119059,1.449590170658590,NOT_ASSOCIATED,0.0.4794920,0.0.3951117&0.0.3964804,,,,,
