account,amount,state,token address,pool address,tx id
0.0.139500,186.3297027437147,SUCCESS,0.0.731861,0.0.3951117&0.0.3964790&0.0.3964860,0.0.4138717@1787665677.118304576
0.0.7920605,32.20818049152938,SUCCESS,0.0.731861,0.0.3951117&0.0.3961531&0.0.3964790&0.0.5328590,0.0.4138717@1787665673.400841040
0.0.1123753,3.174102911294153,SUCCESS,0.0.731861,0.0.3951117&0.0.4129330,0.0.4138717@1787665673.375747302
0.0.3525426,25.80792485120675,SUCCESS,0.0.731861,0.0.3951117&0.0.3964790&0.0.3964804&0.0.3964860&0.0.4601632&0.0.5328590,0.0.4138717@1787665674.801152176
0.0.1462225,2599.193720338072,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665673.635247809
0.0.9430013,92.2034983320752,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665673.370702067
0.0.4423729,72.96059295861855,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804&0.0.10498278,0.0.4138717@1787665672.858371468
0.0.2994397,3.180044170326116,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665674.325418687
0.0.1792818,0.00958018293491604,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665674.539987432
0.0.10206048,0.2504437213114573,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665674.022132285
0.0.1070346,172.8864335011575,SUCCESS,0.0.731861,0.0.3951117&0.0.3961531,0.0.4138717@1787665680.195910821
0.0.1071830,249.0719635893869,SUCCESS,0.0.731861,0.0.3951117&0.0.3961531&0.0.3964804,0.0.4138717@1787665680.509092016
0.0.10812303,220.7939211900162,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665681.549264160
0.0.10088944,4.009784001385333,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804,0.0.4138717@1787665686.107322399
0.0.6374996,78.28419155475702,SUCCESS,0.0.731861,0.0.3951117&0.0.3964827&0.0.5328590,0.0.4138717@1787665687.793535897
0.0.10064213,2.045654611739532,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804,0.0.4138717@1787665692.110721430
0.0.4349716,62.98695830329168,SUCCESS,0.0.731861,0.0.3951117&0.0.3964790&0.0.3964804&0.0.3964827&0.0.5328590&0.0.6078473,0.0.4138717@1787665691.270565522
0.0.8341357,38.86095296479615,SUCCESS,0.0.731861,0.0.3951117&0.0.5328590,0.0.4138717@1787665692.310862718
0.0.835242,0.02242437876497735,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665699.330837106
0.0.4570908,297.7328260134018,SUCCESS,0.0.731861,0.0.3951117&0.0.5328590,0.0.4138717@1787665700.892862123
0.0.52231,9.462771834197898,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665703.577142986
0.0.7680254,9.753820895001658,SUCCESS,0.0.731861,0.0.3951117&0.0.3961531&0.0.3964804,0.0.4138717@1787665702.768331449
0.0.9597272,2.206117022755999,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665705.104051146
0.0.9619890,18.55443162607757,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804&0.0.6071119&0.0.8315114,0.0.4138717@1787665706.991797008
0.0.4339712,0.7010685142347317,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665707.128782928
0.0.5028724,0.01169791850862435,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665705.731512261
0.0.4383878,0.6287361486908749,SUCCESS,0.0.731861,0.0.3951117&0.0.6078459,0.0.4138717@1787665709.874960257
0.0.4430933,757.897656820309,SUCCESS,0.0.731861,0.0.3951117&0.0.3964827,0.0.4138717@1787665708.402300898
0.0.834443,239.5585664074302,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665712.101097939
0.0.4858736,0.08883478465329006,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665715.853730880
0.0.664329,7.737353542253749,SUCCESS,0.0.731861,0.0.3951117&0.0.6071119&0.0.6126395,0.0.4138717@1787665715.854422685
0.0.4792831,0.006767299944214846,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665716.350156499
0.0.4338219,13.4283144403161,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665714.948114149
0.0.4745055,0.01282407540257573,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665715.074979572
0.0.1339713,24.63951581137921,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804&0.0.5328590,0.0.4138717@1787665719.012617962
0.0.1784251,8.03378356402409,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804&0.0.4601632&0.0.5328590&0.0.10414792&0.0.10498274,0.0.4138717@1787665720.177214581
0.0.4569835,0.01350890705073442,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665720.826782950
0.0.1512938,0.001477666235720113,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665721.687675096
0.0.4331665,2.45004947034036,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665722.180610182
0.0.4361868,105.984902111839,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665723.706004614
0.0.4433722,0.1403300696759827,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665725.285953158
0.0.3925109,0.00009090782418726881,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665725.520380619
0.0.4591423,2.312842580184308,SUCCESS,0.0.731861,0.0.3951117&0.0.3964855&0.0.4601632,0.0.4138717@1787665725.783739948
0.0.3872466,0.2487201777108116,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665722.999982530
0.0.1508462,66.96601416658943,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665727.313627860
0.0.4575306,0.008786874778557944,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665726.791769134
0.0.516971,6.104164543487066e-7,SUCCESS,0.0.731861,0.0.3951117&0.0.4129330,0.0.4138717@1787665726.498251090
0.0.490092,0.263579080803257,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665728.030876592
0.0.4503599,3.234979167619454,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665732.585764329
0.0.7889838,0.08434356054657664,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665732.980859723
0.0.8068689,252.0746515799352,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804&0.0.3964827,0.0.4138717@1787665733.683695169
0.0.1991961,113.2383134447724,SUCCESS,0.0.731861,0.0.3951117&0.0.3964790&0.0.3964827&0.0.4601632&0.0.6071041,0.0.4138717@1787665731.683011121
0.0.856667,12.26549986439566,SUCCESS,0.0.731861,0.0.3951117&0.0.3964804,0.0.4138717@1787665736.008797540
0.0.2125030,119.8570780023124,SUCCESS,0.0.731861,0.0.3951117&0.0.3961531,0.0.4138717@1787665736.873841105
0.0.1601282,0.1819896013149468,SUCCESS,0.0.731861,0.0.3951117,0.0.4138717@1787665740.530490579
