account,token address,amount,state,pool address,tx id
0.0.2005033,0.0.731861,1.829051065,SUCCESS,0.0.3948521,0.0.4138717@1724701188.998732980
0.0.1097257,0.0.731861,2.616695104,SUCCESS,0.0.3948521&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964837&0.0.3964840&0.0.3964804&0.0.3964808&0.0.3964821&0.0.3964860,0.0.4138717@1724701188.951348415
0.0.896352,0.0.731861,56.48435909,SUCCESS,0.0.3948521&0.0.3961531&0.0.3964804,0.0.4138717@1724701190.901415003
0.0.3313554,0.0.731861,24.66585118,SUCCESS,0.0.3948521,0.0.4138717@1724701190.511576306
0.0.1338331,0.0.731861,5.410197,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1724701192.331746350
0.0.1133493,0.0.731861,2106.499828,SUCCESS,0.0.3948521&0.0.3964795&0.0.3964800&0.0.3964834&0.0.3964840&0.0.3964821&0.0.3964825&0.0.6071074,0.0.4138717@1724701193.210174714
0.0.4544530,0.0.731861,756.6909373,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3964790&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964855&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1724701194.967146100
0.0.6034631,0.0.731861,38.97423791,NOT_ASSOCIATED,0.0.3948521&0.0.3964804,
0.0.6099825,0.0.731861,30.27388855,NOT_ASSOCIATED,0.0.3948521&0.0.3964804,
0.0.5118079,0.0.731861,31.35625953,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1724701193.727299398
0.0.5118232,0.0.731861,0.543590654,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701196.432440446
0.0.5129249,0.0.731861,12.17169179,SUCCESS,0.0.3948521&0.0.3964790&0.0.3964804,0.0.4138717@1724701193.063288550
0.0.5119346,0.0.731861,12.05244457,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701195.832709900
0.0.5188747,0.0.731861,20.03370006,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701197.224381282
0.0.5182107,0.0.731861,0.789415147,NOT_ASSOCIATED,0.0.3948521&0.0.3951117&0.0.3964804,
0.0.1339713,0.0.731861,0.026063971,SUCCESS,0.0.3948521,0.0.4138717@1724701197.089022115
0.0.5119059,0.0.731861,3.593144067,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701197.697066323
0.0.5273155,0.0.731861,87.84484163,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1724701199.618354862
0.0.5310061,0.0.731861,1.900083394,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701200.390534717
0.0.4744252,0.0.731861,0.050987506,SUCCESS,0.0.3948521,0.0.4138717@1724701200.876614305
0.0.5687394,0.0.731861,0.012228179,NOT_ASSOCIATED,0.0.3948521,
0.0.5976303,0.0.731861,0.966817686,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701197.473359237
0.0.6079373,0.0.731861,0.035363399,SUCCESS,0.0.3948521,0.0.4138717@1724701200.451046467
0.0.5181423,0.0.731861,54.55306968,NOT_ASSOCIATED,0.0.3948521&0.0.3961531&0.0.3951117&0.0.3964804,
0.0.6096464,0.0.731861,410.0822935,NOT_ASSOCIATED,0.0.3948521&0.0.3964808,
0.0.6440477,0.0.731861,0.925078772,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1724701201.641087088
0.0.4712184,0.0.731861,0.001733792,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964790&0.0.3961531&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964855,0.0.4138717@1724701202.985116998
0.0.1353334,0.0.731861,1.073975645,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1724701202.251363139
0.0.4313767,0.0.731861,0.009974395,SUCCESS,0.0.3948521&0.0.3964790,0.0.4138717@1724701203.322453797
0.0.1045561,0.0.731861,0.003580112,SUCCESS,0.0.3948521&0.0.3961531&0.0.3964800,0.0.4138717@1724701201.529768223
0.0.4865794,0.0.731861,253.0328683,SUCCESS,0.0.3948521,0.0.4138717@1724701203.864298864
0.0.4880246,0.0.731861,67.91845765,SUCCESS,0.0.3948521&0.0.3964790&0.0.3964804&0.0.3964809,0.0.4138717@1724701204.546933061
0.0.901443,0.0.731861,0.543263557,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1724701205.989618859
0.0.3971792,0.0.731861,0.007066628,SUCCESS,0.0.3948521,0.0.4138717@1724701202.750700618
0.0.5340961,0.0.731861,0.105758109,SUCCESS,0.0.3948521,0.0.4138717@1724701206.249864249
0.0.5612523,0.0.731861,0.015468129,SUCCESS,0.0.3948521,0.0.4138717@1724701204.717553017
0.0.6033605,0.0.731861,2.87E-08,SUCCESS,0.0.3948521,0.0.4138717@1724701204.984172151
0.0.720300,0.0.731861,1.674394456,SUCCESS,0.0.3948521,0.0.4138717@1724701207.445112115
0.0.5031572,0.0.731861,0.018983929,SUCCESS,0.0.3948521,0.0.4138717@1724701206.201932310
0.0.1936619,0.0.731861,516.6598856,SUCCESS,0.0.3948521,0.0.4138717@1724701211.015331607
0.0.889616,0.0.731861,9.86E-08,SUCCESS,0.0.3948521,0.0.4138717@1724701208.149556408
0.0.1483886,0.0.731861,13922.94614,SUCCESS,0.0.3964782,0.0.4138717@1724701207.355423379
0.0.1415474,0.0.731861,273.8469106,SUCCESS,0.0.3964782&0.0.3964785,0.0.4138717@1724701208.318364646
0.0.2152309,0.0.731861,4.26E-08,SUCCESS,0.0.3964782,0.0.4138717@1724701211.392318407
0.0.1416793,0.0.731861,0.170640309,SUCCESS,0.0.3964782,0.0.4138717@1724701212.027704586
0.0.4766646,0.0.731861,10.22248157,SUCCESS,0.0.3964785&0.0.3964804,0.0.4138717@1724701210.487640348
0.0.1429557,0.0.731861,1.516894579,SUCCESS,0.0.3964785,0.0.4138717@1724701213.446652349
0.0.6291104,0.0.731861,0.926857385,SUCCESS,0.0.3964785,0.0.4138717@1724701212.504978217
0.0.3359892,0.0.731861,12586.82507,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1724701212.052432068
0.0.1082789,0.0.731861,13487.12396,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117&0.0.3964855,0.0.4138717@1724701212.951591711
0.0.731707,0.0.731861,986.627531,SUCCESS,0.0.3964790&0.0.3961531&0.0.3964855,0.0.4138717@1724701212.368539652
0.0.1479798,0.0.731861,48.65092365,SUCCESS,0.0.3964790&0.0.3964837&0.0.3964860,0.0.4138717@1724701212.231224151
0.0.3965633,0.0.731861,0.036560107,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701215.518547997
0.0.731977,0.0.731861,0.577131464,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117,0.0.4138717@1724701215.047053101
0.0.835827,0.0.731861,4.025645034,SUCCESS,0.0.3964790,0.0.4138717@1724701215.837466809
0.0.1263649,0.0.731861,0.715397237,SUCCESS,0.0.3964790,0.0.4138717@1724701214.148616454
0.0.1051402,0.0.731861,114.5890406,SUCCESS,0.0.3964790&0.0.3964800&0.0.3964827,0.0.4138717@1724701218.709065554
0.0.622222,0.0.731861,116.3585031,SUCCESS,0.0.3964790&0.0.3964808,0.0.4138717@1724701219.058103708
0.0.886182,0.0.731861,4.882232055,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701215.986701227
0.0.1528,0.0.731861,1.32452786,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964855,0.0.4138717@1724701216.592298602
0.0.1078483,0.0.731861,148.9605131,SUCCESS,0.0.3964790,0.0.4138717@1724701219.568340158
0.0.817883,0.0.731861,1.68589E-05,SUCCESS,0.0.3964790,0.0.4138717@1724701219.750814153
0.0.3845966,0.0.731861,0.26579593,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117&0.0.3964827&0.0.3964804,0.0.4138717@1724701216.479838036
0.0.1075172,0.0.731861,0.009386791,SUCCESS,0.0.3964790,0.0.4138717@1724701220.374093573
0.0.1093567,0.0.731861,0.011550623,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701222.728031870
0.0.1088394,0.0.731861,4.525414167,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804&0.0.3964860,0.0.4138717@1724701219.688011505
0.0.1724832,0.0.731861,0.014360307,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804,0.0.4138717@1724701221.817112057
0.0.1728068,0.0.731861,0.001593045,SUCCESS,0.0.3964790,0.0.4138717@1724701222.688124097
0.0.3954776,0.0.731861,0.040028555,SUCCESS,0.0.3964790,0.0.4138717@1724701220.313489716
0.0.847393,0.0.731861,4.235032266,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701221.490144404
0.0.957742,0.0.731861,0.047715022,SUCCESS,0.0.3964790,0.0.4138717@1724701224.158429596
0.0.3076299,0.0.731861,0.00017199,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1724701222.067878231
0.0.1106129,0.0.731861,221.7634761,SUCCESS,0.0.3964790&0.0.3964827&0.0.3964804,0.0.4138717@1724701221.768726967
0.0.4308429,0.0.731861,0.532003654,SUCCESS,0.0.3964790,0.0.4138717@1724701223.331906285
0.0.660921,0.0.731861,0.035372175,SUCCESS,0.0.3964790,0.0.4138717@1724701227.890214257
0.0.159159,0.0.731861,0.009146817,SUCCESS,0.0.3964790,0.0.4138717@1724701226.259079340
0.0.1018824,0.0.731861,83.20211691,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964837&0.0.3964855&0.0.3964804,0.0.4138717@1724701224.805309924
0.0.835079,0.0.731861,8.14089E-06,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701225.299534698
0.0.4317784,0.0.731861,0.012195118,SUCCESS,0.0.3964790,0.0.4138717@1724701226.308775210
0.0.835202,0.0.731861,7.17E-09,SUCCESS,0.0.3964790,0.0.4138717@1724701227.356992914
0.0.4345189,0.0.731861,0.539544506,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964827,0.0.4138717@1724701229.251114229
0.0.4239072,0.0.731861,10.66995694,SUCCESS,0.0.3964790,0.0.4138717@1724701226.914282067
0.0.2150506,0.0.731861,0.001235018,SUCCESS,0.0.3964790,0.0.4138717@1724701227.364241736
0.0.1018894,0.0.731861,0.026371803,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701230.264359961
0.0.1314568,0.0.731861,4228.579416,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701231.112638619
0.0.920901,0.0.731861,0.000130885,SUCCESS,0.0.3964790,0.0.4138717@1724701229.451044796
0.0.837751,0.0.731861,3.66E-08,SUCCESS,0.0.3964790,0.0.4138717@1724701232.243459822
0.0.624669,0.0.731861,0.022688142,SUCCESS,0.0.3964790,0.0.4138717@1724701233.148653989
0.0.2117864,0.0.731861,0.053489921,SUCCESS,0.0.3964790,0.0.4138717@1724701230.433393543
0.0.4349304,0.0.731861,0.160069211,SUCCESS,0.0.3964790&0.0.3964837,0.0.4138717@1724701233.281641513
0.0.1358086,0.0.731861,2.372462851,SUCCESS,0.0.3964790,0.0.4138717@1724701234.004418298
0.0.4358173,0.0.731861,43.95412318,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804,0.0.4138717@1724701232.242193719
0.0.4357832,0.0.731861,10.19356913,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701234.838289372
0.0.4368465,0.0.731861,0.006079721,SUCCESS,0.0.3964790,0.0.4138717@1724701236.016619882
0.0.4157394,0.0.731861,3.16E-07,SUCCESS,0.0.3964790,0.0.4138717@1724701234.799688374
0.0.4348956,0.0.731861,0.071794992,SUCCESS,0.0.3964790,0.0.4138717@1724701234.454150147
0.0.697581,0.0.731861,95.74280169,SUCCESS,0.0.3964790,0.0.4138717@1724701236.106376276
0.0.3774696,0.0.731861,2.57E-12,SUCCESS,0.0.3964790,0.0.4138717@1724701235.204964122
0.0.4819535,0.0.731861,1.15E-11,SUCCESS,0.0.3964790,0.0.4138717@1724701236.899375304
0.0.732798,0.0.731861,1.373152006,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1724701236.010397398
0.0.4360457,0.0.731861,4.94E-10,SUCCESS,0.0.3964790,0.0.4138717@1724701240.000053953
0.0.4325755,0.0.731861,0.009934416,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117&0.0.3964855,0.0.4138717@1724701237.916569180
0.0.1391028,0.0.731861,22.50531263,SUCCESS,0.0.3964790&0.0.3964837,0.0.4138717@1724701237.656866533
0.0.3304469,0.0.731861,1.791180487,SUCCESS,0.0.3964790&0.0.3964827&0.0.3964855,0.0.4138717@1724701237.155946688
0.0.5374006,0.0.731861,3.07E-11,SUCCESS,0.0.3964790,0.0.4138717@1724701238.200786113
0.0.858310,0.0.731861,1.49E-10,SUCCESS,0.0.3964790,0.0.4138717@1724701241.884004377
0.0.4540904,0.0.731861,17.68736834,SUCCESS,0.0.3964790&0.0.3964855&0.0.3964804,0.0.4138717@1724701238.713276731
0.0.5084293,0.0.731861,0.003934471,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964855,0.0.4138717@1724701238.592193213
0.0.2023508,0.0.731861,0.025311049,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1724701242.984691934
0.0.1459068,0.0.731861,16.07321962,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1724701240.414248312
0.0.2960424,0.0.731861,9.03315E-06,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701240.942658035
0.0.4202231,0.0.731861,100.6449238,SUCCESS,0.0.3964790&0.0.3964860,0.0.4138717@1724701243.909673653
0.0.1893652,0.0.731861,0.00095656,SUCCESS,0.0.3964790&0.0.3964855,0.0.4138717@1724701242.722517967
0.0.4348319,0.0.731861,1.47E-09,SUCCESS,0.0.3964790,0.0.4138717@1724701242.410194984
0.0.1458777,0.0.731861,3.44E-09,SUCCESS,0.0.3964790,0.0.4138717@1724701242.873421488
0.0.3938365,0.0.731861,2.877578209,SUCCESS,0.0.3964790&0.0.3964837,0.0.4138717@1724701241.410229975
0.0.6124308,0.0.731861,8.67E-10,SUCCESS,0.0.3964790,0.0.4138717@1724701245.889294203
0.0.2174952,0.0.731861,8.026848783,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964834&0.0.3964804,0.0.4138717@1724701245.542490839
0.0.5618018,0.0.731861,6.92E-08,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701246.388111998
0.0.4784258,0.0.731861,0.084940012,SUCCESS,0.0.3964790&0.0.3964855&0.0.3964804,0.0.4138717@1724701243.709984099
0.0.6822106,0.0.731861,0.022561515,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117,0.0.4138717@1724701245.147898503
0.0.2141800,0.0.731861,1.89E-08,SUCCESS,0.0.3964790,0.0.4138717@1724701249.115459943
0.0.663264,0.0.731861,2.08E-07,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701245.366410251
0.0.4324463,0.0.731861,0.000167694,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701246.060918054
0.0.4713784,0.0.731861,1.941000515,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1724701250.130914311
0.0.4203261,0.0.731861,0.000490185,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701246.483073569
0.0.4759022,0.0.731861,3.32E-11,SUCCESS,0.0.3964790,0.0.4138717@1724701249.749161930
0.0.5724627,0.0.731861,1.711157254,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1724701248.024637984
0.0.4384266,0.0.731861,2.74E-10,SUCCESS,0.0.3964790,0.0.4138717@1724701249.098879031
0.0.4325800,0.0.731861,6.051381641,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804,0.0.4138717@1724701249.546671949
0.0.4205079,0.0.731861,7.86E-10,SUCCESS,0.0.3964790,0.0.4138717@1724701250.695065838
0.0.4582675,0.0.731861,0.420173608,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964827,0.0.4138717@1724701251.619853127
0.0.4337852,0.0.731861,2.19E-09,SUCCESS,0.0.3964790,0.0.4138717@1724701250.456728393
0.0.4331750,0.0.731861,0.028500169,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701255.187660953
0.0.5779439,0.0.731861,0.01670955,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701254.162618759
0.0.6043615,0.0.731861,3.112131785,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964827&0.0.3964855&0.0.3964804,0.0.4138717@1724701254.400218874
0.0.4326204,0.0.731861,25.79680805,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964827,0.0.4138717@1724701252.226542369
0.0.4207604,0.0.731861,22.87165373,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1724701256.225454384
0.0.5825867,0.0.731861,8.42E-08,SUCCESS,0.0.3964790,0.0.4138717@1724701254.531475179
0.0.4330219,0.0.731861,0.00023606,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701257.367986852
0.0.1028502,0.0.731861,150.7377672,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1724701255.792783320
0.0.1929940,0.0.731861,18.69651626,SUCCESS,0.0.3964790&0.0.3961531&0.0.3964804,0.0.4138717@1724701258.318207361
0.0.6711955,0.0.731861,2.87E-10,SUCCESS,0.0.3964790,0.0.4138717@1724701255.121008286
0.0.834955,0.0.731861,0.002366069,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701257.492923660
0.0.1073086,0.0.731861,0.053654738,SUCCESS,0.0.3964790&0.0.3964860,0.0.4138717@1724701255.798878194
0.0.4390796,0.0.731861,0.004547044,SUCCESS,0.0.3964790,0.0.4138717@1724701257.282012189
0.0.1024843,0.0.731861,1.46E-07,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964855&0.0.3964804&0.0.3964860,0.0.4138717@1724701259.740858672
0.0.3903731,0.0.731861,3.06995E-06,NOT_ASSOCIATED,0.0.3964790&0.0.3951117&0.0.3964827,
0.0.3926190,0.0.731861,4.65E-07,SUCCESS,0.0.3964790,0.0.4138717@1724701260.722132116
0.0.1924811,0.0.731861,0.010136849,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701258.324898346
0.0.3947850,0.0.731861,4.09905E-05,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701259.805829243
0.0.790151,0.0.731861,31.30525979,SUCCESS,0.0.3964790&0.0.3964837,0.0.4138717@1724701260.975752556
0.0.4322011,0.0.731861,31.17275899,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1724701259.780655347
0.0.835929,0.0.731861,9.01E-08,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117&0.0.3964855,0.0.4138717@1724701263.385064257
0.0.813427,0.0.731861,1.26269E-05,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701261.609649487
0.0.1769460,0.0.731861,0.000907677,SUCCESS,0.0.3964790,0.0.4138717@1724701260.830706649
0.0.4759327,0.0.731861,0.000501171,SUCCESS,0.0.3964790,0.0.4138717@1724701263.385307850
0.0.4755852,0.0.731861,6.342041788,SUCCESS,0.0.3964790,0.0.4138717@1724701264.344453963
0.0.1524656,0.0.731861,0.002891464,SUCCESS,0.0.3964790,0.0.4138717@1724701266.694512386
0.0.4914246,0.0.731861,2.801340056,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964827&0.0.3964855,0.0.4138717@1724701265.670037265
0.0.4908409,0.0.731861,3.30754E-06,SUCCESS,0.0.3964790,0.0.4138717@1724701262.645611383
0.0.1093612,0.0.731861,0.000646918,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1724701263.856566931
0.0.1281501,0.0.731861,36.18507292,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701266.521239046
0.0.639737,0.0.731861,0.021247745,SUCCESS,0.0.3964790,0.0.4138717@1724701266.370584457
0.0.1234031,0.0.731861,0.001157979,SUCCESS,0.0.3964790,0.0.4138717@1724701266.062046108
0.0.233941,0.0.731861,258.5131533,SUCCESS,0.0.3964790,0.0.4138717@1724701269.470290826
0.0.5734370,0.0.731861,360.0260722,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1724701269.271013434
0.0.4308701,0.0.731861,243.8736057,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117,0.0.4138717@1724701271.602134422
0.0.4339080,0.0.731861,0.003410286,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701269.248647805
0.0.1718654,0.0.731861,0.025338128,SUCCESS,0.0.3964790,0.0.4138717@1724701269.231402980
0.0.5030168,0.0.731861,277.2160322,SUCCESS,0.0.3964790,0.0.4138717@1724701272.604352218
0.0.4715971,0.0.731861,5.169529437,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1724701271.452934793
0.0.4798519,0.0.731861,0.281450474,SUCCESS,0.0.3964790,0.0.4138717@1724701272.575876366
0.0.1217090,0.0.731861,13.92440934,SUCCESS,0.0.3964790,0.0.4138717@1724701271.967963939
0.0.5422536,0.0.731861,0.52032966,SUCCESS,0.0.3964790,0.0.4138717@1724701272.889104337
0.0.5326504,0.0.731861,0.000757435,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701272.107645189
0.0.1872630,0.0.731861,5.75390603,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1724701275.112544388
0.0.2930231,0.0.731861,0.74937447,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804,0.0.4138717@1724701271.658460126
0.0.1068180,0.0.731861,425.3237663,SUCCESS,0.0.3964790,0.0.4138717@1724701274.428210296
0.0.6003807,0.0.731861,0.634114842,SUCCESS,0.0.3964790,0.0.4138717@1724701274.802864904
0.0.838772,0.0.731861,0.003554774,SUCCESS,0.0.3961531,0.0.4138717@1724701276.743514309
0.0.861372,0.0.731861,0.000363399,SUCCESS,0.0.3961531,0.0.4138717@1724701274.941290367
0.0.950545,0.0.731861,321.9760506,SUCCESS,0.0.3961531,0.0.4138717@1724701274.694360284
0.0.3870997,0.0.731861,0.006643222,SUCCESS,0.0.3961531,0.0.4138717@1724701276.868211911
0.0.1463494,0.0.731861,0.077950762,SUCCESS,0.0.3961531,0.0.4138717@1724701278.322126738
0.0.1191723,0.0.731861,0.06605144,SUCCESS,0.0.3961531,0.0.4138717@1724701278.178134790
0.0.822616,0.0.731861,0.545221583,SUCCESS,0.0.3961531,0.0.4138717@1724701277.045671630
0.0.838654,0.0.731861,2386.093772,SUCCESS,0.0.3961531,0.0.4138717@1724701278.591329842
0.0.842953,0.0.731861,2054.918829,SUCCESS,0.0.3961531,0.0.4138717@1724701280.007520887
0.0.1715837,0.0.731861,21096.31076,SUCCESS,0.0.3961531&0.0.3964795&0.0.3951117,0.0.4138717@1724701281.114278609
0.0.596908,0.0.731861,2783.46548,SUCCESS,0.0.3961531,0.0.4138717@1724701278.655113607
0.0.124629,0.0.731861,4.719847375,SUCCESS,0.0.3961531,0.0.4138717@1724701281.853827808
0.0.734778,0.0.731861,0.410738127,SUCCESS,0.0.3961531,0.0.4138717@1724701279.682638730
0.0.105726,0.0.731861,57.92920313,SUCCESS,0.0.3961531,0.0.4138717@1724701280.158247696
0.0.1786431,0.0.731861,0.00153706,SUCCESS,0.0.3961531,0.0.4138717@1724701282.070494852
0.0.836811,0.0.731861,0.026540386,SUCCESS,0.0.3961531,0.0.4138717@1724701283.945136875
0.0.4138268,0.0.731861,18.51120301,SUCCESS,0.0.3961531&0.0.3964804,0.0.4138717@1724701282.059048362
0.0.362807,0.0.731861,390.6468494,SUCCESS,0.0.3961531,0.0.4138717@1724701284.383412968
0.0.842210,0.0.731861,4.563227331,SUCCESS,0.0.3961531,0.0.4138717@1724701281.125986187
0.0.1970853,0.0.731861,5.64E-08,SUCCESS,0.0.3961531,0.0.4138717@1724701283.514876569
0.0.924439,0.0.731861,0.302507504,SUCCESS,0.0.3961531&0.0.3951117&0.0.3964827,0.0.4138717@1724701282.156738548
0.0.844965,0.0.731861,4.08E-07,SUCCESS,0.0.3961531,0.0.4138717@1724701284.650607943
0.0.1068619,0.0.731861,0.002646448,SUCCESS,0.0.3961531,0.0.4138717@1724701283.250016445
0.0.901004,0.0.731861,8.88147817,SUCCESS,0.0.3961531&0.0.3964827,0.0.4138717@1724701283.024066420
0.0.953848,0.0.731861,0.005409127,SUCCESS,0.0.3961531,0.0.4138717@1724701283.124786455
0.0.824822,0.0.731861,0.049775356,SUCCESS,0.0.3961531,0.0.4138717@1724701284.506205542
0.0.3197049,0.0.731861,0.003265153,SUCCESS,0.0.3961531,0.0.4138717@1724701284.548281452
0.0.707720,0.0.731861,4.935681077,SUCCESS,0.0.3961531&0.0.3964837,0.0.4138717@1724701286.586357243
0.0.4319124,0.0.731861,0.001076075,SUCCESS,0.0.3961531&0.0.3951117,0.0.4138717@1724701286.368579807
0.0.953203,0.0.731861,352.5813884,SUCCESS,0.0.3961531,0.0.4138717@1724701287.220323494
0.0.4329215,0.0.731861,9.24994E-05,SUCCESS,0.0.3961531&0.0.3951117&0.0.3964804,0.0.4138717@1724701290.795252820
