Account ID,SAUCE Amount,Airdrop Status,Airdrop TX ID
0.0.834774,2.683231937,SUCCESS, 0.0.4138717@1701635803.670915280
0.0.950545,26216.32891,SUCCESS, 0.0.4138717@1701635807.089843085
0.0.3508859,525.1481037,SUCCESS, 0.0.4138717@1701635811.791267578
0.0.842953,5037.251789,SUCCESS, 0.0.4138717@1701635816.656296561
0.0.1068573,24.96656111,SUCCESS, 0.0.4138717@1701635823.749664496
0.0.580994,18.22762532,SUCCESS, 0.0.4138717@1701635826.704301479
0.0.873435,268.9252582,SUCCESS, 0.0.4138717@1701635833.182110669
0.0.732759,0.000302031,SUCCESS, 0.0.4138717@1701635837.933566063
0.0.596908,722.6572829,SUCCESS, 0.0.4138717@1701635849.637851266
0.0.509141,267.8044967,SUCCESS, 0.0.4138717@1701635853.693737833
0.0.1000883,1.970135007,SUCCESS, 0.0.4138717@1701635857.159226297
0.0.791245,0.042031822,SUCCESS, 0.0.4138717@1701635861.465664967
0.0.2773436,1096.959593,SUCCESS, 0.0.4138717@1701635872.519441761
0.0.3959238,315.2829873,NOT_ASSOCIATED,
0.0.836048,3454.83315,SUCCESS, 0.0.4138717@1701635879.130181131
0.0.837345,6.512580102,SUCCESS, 0.0.4138717@1701635886.423836662
0.0.481399,0.980975872,SUCCESS, 0.0.4138717@1701635888.426683739
0.0.1463079,5328.058885,SUCCESS, 0.0.4138717@1701635892.388385932
0.0.3857044,195.9916161,SUCCESS, 0.0.4138717@1701635895.968871441
0.0.1715837,1200.103992,SUCCESS, 0.0.4138717@1701635902.445274232
0.0.1065306,0.797582721,SUCCESS, 0.0.4138717@1701635909.483235880
0.0.3282890,62.21155597,SUCCESS, 0.0.4138717@1701635910.661273133
0.0.973499,625.0856161,SUCCESS, 0.0.4138717@1701635914.978681963
0.0.822616,14465.35535,SUCCESS, 0.0.4138717@1701635921.129896794
0.0.3952180,3880.538067,SUCCESS, 0.0.4138717@1701635926.489662165
0.0.834432,5.065250114,SUCCESS, 0.0.4138717@1701635930.773164018
0.0.206863,0.154213246,SUCCESS, 0.0.4138717@1701635935.017760384
0.0.735175,5.484238028,SUCCESS, 0.0.4138717@1701635941.771961266
0.0.1105263,0.120162021,SUCCESS, 0.0.4138717@1701635945.838828678
0.0.827428,0.03594897,SUCCESS, 0.0.4138717@1701635955.503153406
0.0.835807,0.048264935,SUCCESS, 0.0.4138717@1701635962.172508550
0.0.834396,969.7493379,SUCCESS, 0.0.4138717@1701635966.681230310
0.0.1923201,0.047851998,NOT_ASSOCIATED,
0.0.955861,3.068877535,SUCCESS, 0.0.4138717@1701635974.307195438
0.0.845714,10.34951293,SUCCESS, 0.0.4138717@1701635976.463193205
0.0.850514,0.118842366,SUCCESS, 0.0.4138717@1701635982.860154370
0.0.777732,62.29922594,SUCCESS, 0.0.4138717@1701635986.909147880
0.0.1113738,1.6207E-05,SUCCESS, 0.0.4138717@1701635989.057428247
0.0.1068619,0.011414236,SUCCESS, 0.0.4138717@1701635997.133239855
0.0.1364943,299.4697586,SUCCESS, 0.0.4138717@1701636001.545918365
0.0.762068,966.5827578,SUCCESS, 0.0.4138717@1701636006.147638169
0.0.1977861,0.551977208,SUCCESS, 0.0.4138717@1701636010.199876137
0.0.10754,116983.5516,SUCCESS, 0.0.4138717@1701636013.311853687
0.0.2174034,0.232436489,SUCCESS, 0.0.4138717@1701636017.482526274
0.0.2020938,2.23E-08,SUCCESS, 0.0.4138717@1701636025.952021130
0.0.659974,19.24713017,SUCCESS, 0.0.4138717@1701636027.799330296
0.0.1061257,0.013944449,SUCCESS, 0.0.4138717@1701636031.836999855
0.0.150654,2248.575502,SUCCESS, 0.0.4138717@1701636042.197174871
0.0.3293982,0.064640728,SUCCESS, 0.0.4138717@1701636047.167494794
0.0.1707858,208.1355126,SUCCESS, 0.0.4138717@1701636050.242433640
0.0.827132,1827.82846,SUCCESS, 0.0.4138717@1701636056.378565963
0.0.820781,32403.79253,SUCCESS, 0.0.4138717@1701636061.156080030
0.0.958821,15.83334778,SUCCESS, 0.0.4138717@1701636067.914705224
0.0.46459,0.010289794,SUCCESS, 0.0.4138717@1701636074.340714673
0.0.892604,3.611810769,SUCCESS, 0.0.4138717@1701636079.628111029
0.0.825220,8.316703421,SUCCESS, 0.0.4138717@1701636088.819594720
0.0.3692331,5488.789592,SUCCESS, 0.0.4138717@1701636093.970099443
0.0.838772,3.934829128,SUCCESS, 0.0.4138717@1701636097.021690644
0.0.834832,21968.63007,SUCCESS, 0.0.4138717@1701636106.613319538
0.0.1088074,1081.980576,SUCCESS, 0.0.4138717@1701636108.937094605
0.0.642684,0.056920385,SUCCESS, 0.0.4138717@1701636113.557952218
0.0.696175,1.0432E-06,SUCCESS, 0.0.4138717@1701636120.489969276
0.0.939841,1.26846E-05,SUCCESS, 0.0.4138717@1701636127.980153822
0.0.838791,0.01213753,SUCCESS, 0.0.4138717@1701636132.481907229
0.0.840290,136.1161256,SUCCESS, 0.0.4138717@1701636145.555906157
0.0.831897,0.175710826,SUCCESS, 0.0.4138717@1701636146.799524461
0.0.842210,75.45665607,SUCCESS, 0.0.4138717@1701636152.848408768
0.0.966012,0.003634369,SUCCESS, 0.0.4138717@1701636160.162753870
0.0.664593,70.66440119,SUCCESS, 0.0.4138717@1701636164.924366011
0.0.3961912,1.33E-07,SUCCESS, 0.0.4138717@1701636168.581517390
0.0.454916,0.009385664,SUCCESS, 0.0.4138717@1701636173.028092615
0.0.1463494,0.153550555,SUCCESS, 0.0.4138717@1701636178.578466603
0.0.787834,271.3171468,SUCCESS, 0.0.4138717@1701636189.493852049
0.0.842594,53.42021023,SUCCESS, 0.0.4138717@1701636198.298441525
0.0.730363,72.74718845,SUCCESS, 0.0.4138717@1701636202.735860360
0.0.838654,3830.962479,SUCCESS, 0.0.4138717@1701636211.673717853
0.0.953848,0.011056419,SUCCESS, 0.0.4138717@1701636220.308696900
0.0.837544,0.513416661,SUCCESS, 0.0.4138717@1701636227.633500514
0.0.866031,0.044425729,SUCCESS, 0.0.4138717@1701636230.448523903
0.0.1070346,1.044504982,SUCCESS, 0.0.4138717@1701636235.864380413
0.0.1044659,12.09502981,SUCCESS, 0.0.4138717@1701636239.198132323
0.0.839006,1.65201E-05,SUCCESS, 0.0.4138717@1701636253.549049570
0.0.1285385,0.018252253,SUCCESS, 0.0.4138717@1701636261.603890400
0.0.1025874,0.480225828,SUCCESS, 0.0.4138717@1701636262.817635795
0.0.834450,0.041973647,SUCCESS, 0.0.4138717@1701636268.796760261
0.0.901004,0.273078773,SUCCESS, 0.0.4138717@1701636275.621939613
0.0.835160,0.07679758,SUCCESS, 0.0.4138717@1701636282.205318639
0.0.948513,53.17752952,SUCCESS, 0.0.4138717@1701636290.637387509
0.0.734778,0.832055677,SUCCESS, 0.0.4138717@1701636295.434185366
0.0.3870997,0.004850006,SUCCESS, 0.0.4138717@1701636300.368524922
0.0.833779,1.341805752,SUCCESS, 0.0.4138717@1701636302.184908394
0.0.833644,13.52604275,SUCCESS, 0.0.4138717@1701636312.984176525
0.0.1440806,0.002069904,SUCCESS, 0.0.4138717@1701636318.873824351
0.0.1074226,0.000539283,SUCCESS, 0.0.4138717@1701636327.239602936
0.0.859649,394.8338968,SUCCESS, 0.0.4138717@1701636331.870083812
0.0.1339713,3.199656318,SUCCESS, 0.0.4138717@1701636336.740689919
0.0.793165,0.879228562,SUCCESS, 0.0.4138717@1701636340.953247339
0.0.828928,7.65553E-05,SUCCESS, 0.0.4138717@1701636343.498251503
0.0.846260,326.2884179,SUCCESS, 0.0.4138717@1701636352.398544237
0.0.608244,4.06087E-06,SUCCESS, 0.0.4138717@1701636362.265161384
0.0.677671,333.6731863,SUCCESS, 0.0.4138717@1701636370.892484632
0.0.475962,8.159208659,SUCCESS, 0.0.4138717@1701636375.120465020
0.0.793488,0.084782655,SUCCESS, 0.0.4138717@1701636377.413191771
0.0.862821,0.17698013,SUCCESS, 0.0.4138717@1701636390.073821685
0.0.909745,5.741484234,SUCCESS, 0.0.4138717@1701636394.575270276
0.0.1144390,0.080300883,SUCCESS, 0.0.4138717@1701636400.390553739
0.0.850913,839.4951112,SUCCESS, 0.0.4138717@1701636402.553120507
0.0.1017499,10.40647856,SUCCESS, 0.0.4138717@1701636407.479221284
0.0.25547,6867.65612,SUCCESS, 0.0.4138717@1701636418.889041687
0.0.835957,0.001170517,SUCCESS, 0.0.4138717@1701636423.107709341
0.0.1454734,2.258539805,SUCCESS, 0.0.4138717@1701636432.996561974
0.0.1081410,2.287597426,SUCCESS, 0.0.4138717@1701636440.256349861
0.0.112784,113.2720269,SUCCESS, 0.0.4138717@1701636449.243854839
0.0.859565,0.004226624,SUCCESS, 0.0.4138717@1701636456.110720567
0.0.1728674,0.041166014,SUCCESS, 0.0.4138717@1701636462.667707026
0.0.832973,11.6321635,SUCCESS, 0.0.4138717@1701636466.074509434
0.0.641074,0.127690942,SUCCESS, 0.0.4138717@1701636471.650148090
0.0.919082,61.03818851,SUCCESS, 0.0.4138717@1701636475.866089582
0.0.25192,0.132968692,SUCCESS, 0.0.4138717@1701636481.781620590
0.0.707720,13.20120621,SUCCESS, 0.0.4138717@1701636486.914792207
0.0.1072900,69.77341135,SUCCESS, 0.0.4138717@1701636493.627750719
0.0.834666,176.0640246,SUCCESS, 0.0.4138717@1701636496.954337238
0.0.664844,35.78419588,SUCCESS, 0.0.4138717@1701636501.171847711
0.0.2966824,0.100398659,SUCCESS, 0.0.4138717@1701636505.450030589
0.0.132174,10.46038568,SUCCESS, 0.0.4138717@1701636516.776763960
0.0.127519,1.380118673,SUCCESS, 0.0.4138717@1701636524.530387845
0.0.832624,4.741697879,SUCCESS, 0.0.4138717@1701636531.702757051
0.0.1015670,0.050238268,SUCCESS, 0.0.4138717@1701636538.081378320
0.0.25111,31.01209385,SUCCESS, 0.0.4138717@1701636548.087618896
0.0.1050426,0.135528619,SUCCESS, 0.0.4138717@1701636556.557465828
0.0.1970853,1.10E-07,SUCCESS, 0.0.4138717@1701636561.639636143
0.0.973348,2.38842E-06,SUCCESS, 0.0.4138717@1701636566.221899580
0.0.495570,75.06763217,SUCCESS, 0.0.4138717@1701636573.443223464
0.0.1680743,227.9153053,SUCCESS, 0.0.4138717@1701636582.405697739
0.0.1076730,0.785631729,SUCCESS, 0.0.4138717@1701636586.679519041
0.0.890095,1.833520544,SUCCESS, 0.0.4138717@1701636592.882670621
0.0.850664,8.203744338,SUCCESS, 0.0.4138717@1701636598.564663795
0.0.834739,0.20985661,SUCCESS, 0.0.4138717@1701636603.143025819
0.0.785611,0.396831612,SUCCESS, 0.0.4138717@1701636611.510610450
0.0.663157,10457.91309,SUCCESS, 0.0.4138717@1701636612.344656718
0.0.3966372,0.562943273,SUCCESS, 0.0.4138717@1701636618.251772376
0.0.1261132,0.055293059,SUCCESS, 0.0.4138717@1701636623.123207740
0.0.833121,0.0337702,SUCCESS, 0.0.4138717@1701636630.434097875
0.0.846366,0.039218158,SUCCESS, 0.0.4138717@1701636634.249612558
0.0.841733,2.675804153,SUCCESS, 0.0.4138717@1701636640.096548585
0.0.653000,25.63803555,SUCCESS, 0.0.4138717@1701636646.033113709
0.0.1448131,0.002889509,SUCCESS, 0.0.4138717@1701636647.324672211
0.0.845966,494.4068509,SUCCESS, 0.0.4138717@1701636654.128367534
0.0.1264232,1.47667E-05,SUCCESS, 0.0.4138717@1701636660.912734185
0.0.3967246,0.000341813,SUCCESS, 0.0.4138717@1701636662.251378077
0.0.1497563,110.3924686,SUCCESS, 0.0.4138717@1701636665.924162504
0.0.475028,0.000879162,SUCCESS, 0.0.4138717@1701636670.855606792
0.0.994884,50.55719309,SUCCESS, 0.0.4138717@1701636679.283193156
0.0.961031,0.071036398,SUCCESS, 0.0.4138717@1701636686.108728872
0.0.1266990,0.024124579,SUCCESS, 0.0.4138717@1701636688.430221903
0.0.820667,4.439119984,SUCCESS, 0.0.4138717@1701636699.110912158
0.0.846959,0.014546284,NOT_ASSOCIATED,
0.0.576089,9.066710932,SUCCESS, 0.0.4138717@1701636703.845190408
0.0.362807,1031.534693,SUCCESS, 0.0.4138717@1701636708.322743651
0.0.794335,0.175295247,SUCCESS, 0.0.4138717@1701636710.153974800
0.0.957742,4.539189219,SUCCESS, 0.0.4138717@1701636720.623900116
0.0.105726,112.5039515,SUCCESS, 0.0.4138717@1701636730.004609276
0.0.1295327,3.20329762,SUCCESS, 0.0.4138717@1701636733.176467423
0.0.727067,0.026461273,SUCCESS, 0.0.4138717@1701636740.353766268
0.0.1512214,9.74218311,SUCCESS, 0.0.4138717@1701636743.975487698
0.0.834802,0.740905233,SUCCESS, 0.0.4138717@1701636757.684777198
0.0.1027537,18.2373029,SUCCESS, 0.0.4138717@1701636762.011652140
0.0.3197049,0.004713504,SUCCESS, 0.0.4138717@1701636764.262723427
0.0.1371549,15.16478044,SUCCESS, 0.0.4138717@1701636769.441748450
0.0.476700,538.5480415,SUCCESS, 0.0.4138717@1701636777.110911960
0.0.861372,2552.329775,SUCCESS, 0.0.4138717@1701636782.625183924
0.0.665927,77.58359404,SUCCESS, 0.0.4138717@1701636790.712407816
0.0.838254,0.152007801,SUCCESS, 0.0.4138717@1701636799.955255264
0.0.834955,14.94843214,SUCCESS, 0.0.4138717@1701636804.954572727
0.0.15819,2.62E-08,SUCCESS, 0.0.4138717@1701636811.573405826
0.0.869012,1.01851E-06,SUCCESS, 0.0.4138717@1701636816.923971473
0.0.847393,8.564661904,SUCCESS, 0.0.4138717@1701636826.873713573
0.0.915984,0.066934892,SUCCESS, 0.0.4138717@1701636832.222301417
0.0.2015440,15.32775157,SUCCESS, 0.0.4138717@1701636835.182481925
0.0.1467891,6.54419E-05,SUCCESS, 0.0.4138717@1701636843.339077935
0.0.836811,10.0044468,SUCCESS, 0.0.4138717@1701636848.122867599
0.0.875268,0.00017958,SUCCESS, 0.0.4138717@1701636855.923495549
0.0.880682,13993.00407,SUCCESS, 0.0.4138717@1701636862.181122788
0.0.988926,104606.4184,SUCCESS, 0.0.4138717@1701636863.636449022
0.0.638193,1573.523123,SUCCESS, 0.0.4138717@1701636872.442387828
0.0.2822820,119.9909326,SUCCESS, 0.0.4138717@1701636878.551522264
0.0.883477,4918.629188,SUCCESS, 0.0.4138717@1701636887.106721207
0.0.1316658,8527.762081,SUCCESS, 0.0.4138717@1701636892.604530817
0.0.3209170,283.2643991,SUCCESS, 0.0.4138717@1701636901.185137850
0.0.3910776,55.3560285,SUCCESS, 0.0.4138717@1701636909.124495092
0.0.834704,1868.661396,SUCCESS, 0.0.4138717@1701636913.903766550
0.0.1022050,23.52736644,SUCCESS, 0.0.4138717@1701636920.518187387
0.0.1082663,75.65269754,SUCCESS, 0.0.4138717@1701636927.482475793
0.0.327731,8029.073609,SUCCESS, 0.0.4138717@1701636930.978593522
0.0.837554,53.94933369,SUCCESS, 0.0.4138717@1701636940.796261234
0.0.1860200,5.757224606,SUCCESS, 0.0.4138717@1701636947.765669123
0.0.163681,3320.388221,SUCCESS, 0.0.4138717@1701636956.586818709
0.0.1222315,0.009014268,SUCCESS, 0.0.4138717@1701636961.678683841
