Account ID,Token ID,Airdrop Amount,Airdrop Status,Airdrop TX ID
0.0.3948479,0.0.731861,0.000123657,NOT_ASSOCIATED,
0.0.3958740,0.0.731861,8.5882E-05,SUCCESS,0.0.4138717@1713890069.618931002
0.0.1265153,0.0.731861,0.047808263,SUCCESS,0.0.4138717@1713890075.235566869
0.0.732317,0.0.731861,16.94455902,SUCCESS,0.0.4138717@1713890078.299262460
0.0.732798,0.0.731861,0.700530496,SUCCESS,0.0.4138717@1713890093.770254688
0.0.3961176,0.0.731861,0.277178708,NOT_ASSOCIATED,
0.0.165981,0.0.731861,4.18409E-05,SUCCESS,0.0.4138717@1713890097.880634045
0.0.732888,0.0.731861,54.54238783,SUCCESS,0.0.4138717@1713890102.587950538
0.0.1325925,0.0.731861,1535.272236,SUCCESS,0.0.4138717@1713890111.075525157
0.0.1930477,0.0.731861,775.6153159,SUCCESS,0.0.4138717@1713890115.611269341
0.0.1930663,0.0.731861,46.55157765,SUCCESS,0.0.4138717@1713890121.052571228
0.0.665927,0.0.731861,71.26246505,SUCCESS,0.0.4138717@1713890125.773074904
0.0.692862,0.0.731861,22.85334743,SUCCESS,0.0.4138717@1713890129.504703992
0.0.1051402,0.0.731861,44.10791348,SUCCESS,0.0.4138717@1713890131.617836991
0.0.965222,0.0.731861,368.3876779,SUCCESS,0.0.4138717@1713890139.236938754
0.0.1396279,0.0.731861,87.90207013,SUCCESS,0.0.4138717@1713890148.517725844
0.0.1419835,0.0.731861,67.19324561,SUCCESS,0.0.4138717@1713890150.887894817
0.0.1076730,0.0.731861,1.393138002,SUCCESS,0.0.4138717@1713890156.779444196
0.0.1152713,0.0.731861,13401.53751,SUCCESS,0.0.4138717@1713890161.067130714
0.0.848694,0.0.731861,3440.724828,SUCCESS,0.0.4138717@1713890167.919825341
0.0.525256,0.0.731861,56.46978629,SUCCESS,0.0.4138717@1713890171.906917080
0.0.1427613,0.0.731861,0.266358047,SUCCESS,0.0.4138717@1713890174.317684691
0.0.825160,0.0.731861,7.862613913,SUCCESS,0.0.4138717@1713890181.526032796
0.0.665616,0.0.731861,0.214778489,SUCCESS,0.0.4138717@1713890184.129189276
0.0.3854398,0.0.731861,0.398667685,SUCCESS,0.0.4138717@1713890190.253555002
0.0.1421971,0.0.731861,351.6546502,SUCCESS,0.0.4138717@1713890196.079249583
0.0.2960520,0.0.731861,759.6889851,SUCCESS,0.0.4138717@1713890203.167469592
0.0.858338,0.0.731861,1.64663E-06,SUCCESS,0.0.4138717@1713890206.537393832
0.0.4315617,0.0.731861,1.472891753,SUCCESS,0.0.4138717@1713890210.763919559
0.0.1744105,0.0.731861,1.01E-07,SUCCESS,0.0.4138717@1713890221.316141986
0.0.1097257,0.0.731861,0.862770682,SUCCESS,0.0.4138717@1713890222.540995649
0.0.4279368,0.0.731861,0.112028312,SUCCESS,0.0.4138717@1713890228.969121225
0.0.3313554,0.0.731861,390.7452953,SUCCESS,0.0.4138717@1713890233.039383718
0.0.4353324,0.0.731861,0.10806874,SUCCESS,0.0.4138717@1713890251.732657067
0.0.1483288,0.0.731861,0.268642902,SUCCESS,0.0.4138717@1713890255.750346915
0.0.1238894,0.0.731861,2.443127111,SUCCESS,0.0.4138717@1713890264.785285338
0.0.1338331,0.0.731861,35.11078215,SUCCESS,0.0.4138717@1713890268.599832718
0.0.1093446,0.0.731861,5.805069195,SUCCESS,0.0.4138717@1713890272.196588246
0.0.4544530,0.0.731861,431.4109517,SUCCESS,0.0.4138717@1713890277.924079020
0.0.5123512,0.0.731861,1.584259491,SUCCESS,0.0.4138717@1713890282.265113149
0.0.4338310,0.0.731861,0.018750507,SUCCESS,0.0.4138717@1713890288.563970048
0.0.901443,0.0.731861,6.828399667,SUCCESS,0.0.4138717@1713890291.783103354
