Account ID,Token ID,Airdrop Amount,Airdrop Status,Pools,Airdrop TX ID
0.0.3948479,0.0.731861,0.000242134,NOT_ASSOCIATED,0.0.3948521,
0.0.3958740,0.0.731861,3.60538E-05,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1715182796.507561028
0.0.1265153,0.0.731861,0.584079648,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964790&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964815,0.0.4138717@1715182799.419184847
0.0.732317,0.0.731861,22.81070262,SUCCESS,0.0.3948521,0.0.4138717@1715182801.063805545
0.0.732798,0.0.731861,0.365072879,SUCCESS,0.0.3948521&0.0.3964790&0.0.3964804,0.0.4138717@1715182800.036828330
0.0.3961176,0.0.731861,6.79678E-06,NOT_ASSOCIATED,0.0.3948521,
0.0.165981,0.0.731861,5.9703E-05,SUCCESS,0.0.3948521,0.0.4138717@1715182797.516005238
0.0.7951,0.0.731861,23122.11554,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3964790&0.0.3961531&0.0.3964855&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964815,0.0.4138717@1715182798.405791566
0.0.820781,0.0.731861,8488.625306,SUCCESS,0.0.3948521&0.0.3964785&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3964834&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964815,0.0.4138717@1715182798.689862665
0.0.732888,0.0.731861,43.62189565,SUCCESS,0.0.3948521&0.0.3964790&0.0.3961531&0.0.3951117&0.0.3964827,0.0.4138717@1715182799.377802707
0.0.1325925,0.0.731861,1839.828844,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3961531&0.0.3964795&0.0.3964800,0.0.4138717@1715182801.312664867
0.0.1930477,0.0.731861,1161.623029,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785,0.0.4138717@1715182800.220158735
0.0.1930663,0.0.731861,58.66273761,SUCCESS,0.0.3948521,0.0.4138717@1715182805.539769962
0.0.665927,0.0.731861,104.2362381,SUCCESS,0.0.3948521&0.0.3964785,0.0.4138717@1715182804.105406137
0.0.692862,0.0.731861,57.80989623,SUCCESS,0.0.3948521&0.0.3964782,0.0.4138717@1715182802.969956083
0.0.965222,0.0.731861,507.0770352,SUCCESS,0.0.3948521&0.0.3964785&0.0.3964827&0.0.3964834&0.0.3964840&0.0.3964808&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1715182805.902854119
0.0.1396279,0.0.731861,113.5365964,SUCCESS,0.0.3948521,0.0.4138717@1715182807.231570709
0.0.1419835,0.0.731861,86.78854086,SUCCESS,0.0.3948521,0.0.4138717@1715182809.634041081
0.0.1076730,0.0.731861,2.528762089,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1715182807.249288270
0.0.1353438,0.0.731861,15.20659368,SUCCESS,0.0.3948521,0.0.4138717@1715182808.771422456
0.0.1152713,0.0.731861,29683.86719,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1715182809.771920536
0.0.525256,0.0.731861,46.03290952,SUCCESS,0.0.3948521&0.0.3964782&0.0.3961531,0.0.4138717@1715182806.001420873
0.0.1427613,0.0.731861,0.351357327,SUCCESS,0.0.3948521,0.0.4138717@1715182806.841904227
0.0.825160,0.0.731861,19.87197377,SUCCESS,0.0.3948521,0.0.4138717@1715182810.879862373
0.0.665616,0.0.731861,0.277413474,SUCCESS,0.0.3948521,0.0.4138717@1715182812.559350464
0.0.3854398,0.0.731861,0.526114521,SUCCESS,0.0.3948521,0.0.4138717@1715182811.116673682
0.0.1421971,0.0.731861,452.8623121,SUCCESS,0.0.3948521&0.0.3964785&0.0.3964790&0.0.3964795&0.0.3964800&0.0.3964804&0.0.3964815&0.0.3964860,0.0.4138717@1715182814.210884648
0.0.2960520,0.0.731861,738.4017655,SUCCESS,0.0.3948521&0.0.3964790,0.0.4138717@1715182814.128551260
0.0.858338,0.0.731861,2.21364E-06,SUCCESS,0.0.3948521,0.0.4138717@1715182812.680705740
0.0.4315617,0.0.731861,1.87785627,SUCCESS,0.0.3948521&0.0.3951117,0.0.4138717@1715182811.426791012
0.0.1744105,0.0.731861,1.36E-07,SUCCESS,0.0.3948521,0.0.4138717@1715182811.658170159
0.0.1097257,0.0.731861,11.2541808,SUCCESS,0.0.3948521&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964837&0.0.3964840&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964821&0.0.3964860,0.0.4138717@1715182813.515550619
0.0.4279368,0.0.731861,0.035827212,SUCCESS,0.0.3948521,0.0.4138717@1715182815.181497131
0.0.3313554,0.0.731861,173.1755872,SUCCESS,0.0.3948521&0.0.3964840,0.0.4138717@1715182813.568489734
0.0.4353324,0.0.731861,0.023572091,SUCCESS,0.0.3948521,0.0.4138717@1715182814.841173673
0.0.1238894,0.0.731861,2.61047986,SUCCESS,0.0.3948521,0.0.4138717@1715182814.838742162
0.0.1338331,0.0.731861,1.648841797,SUCCESS,0.0.3948521&0.0.3961531&0.0.3964804,0.0.4138717@1715182816.434811064
0.0.1133493,0.0.731861,7778.525102,SUCCESS,0.0.3948521&0.0.3964785&0.0.3964790&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964855&0.0.3964804&0.0.3964808&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1715182817.880227653
0.0.1093446,0.0.731861,14.67173437,SUCCESS,0.0.3948521,0.0.4138717@1715182817.446342073
0.0.4544530,0.0.731861,491.2292068,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3964790&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964855&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1715182816.765355485
0.0.5123512,0.0.731861,0.043213614,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182820.012000747
0.0.908202,0.0.731861,0.348333102,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1715182819.560614351
0.0.5118079,0.0.731861,2.594765447,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1715182820.237741122
0.0.5118232,0.0.731861,0.083742958,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182819.847656724
0.0.5125772,0.0.731861,0.25631505,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182821.642884767
0.0.5129249,0.0.731861,2.431392135,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1715182819.962702416
0.0.5119346,0.0.731861,2.612082067,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182820.935699696
0.0.5156530,0.0.731861,3.732088217,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1715182821.040732952
0.0.5090157,0.0.731861,0.571116406,SUCCESS,0.0.3948521,0.0.4138717@1715182824.647093002
0.0.5165515,0.0.731861,0.118828728,SUCCESS,0.0.3948521&0.0.3964795&0.0.3951117&0.0.3964804,0.0.4138717@1715182824.746134252
0.0.5176147,0.0.731861,0.094329908,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182825.447170329
0.0.5188747,0.0.731861,4.515675092,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182822.638669974
0.0.5182107,0.0.731861,0.178231571,NOT_ASSOCIATED,0.0.3948521&0.0.3951117&0.0.3964804,
0.0.1339713,0.0.731861,0.726196563,SUCCESS,0.0.3948521,0.0.4138717@1715182823.111422518
0.0.5119059,0.0.731861,0.80880685,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182823.718569420
0.0.5273155,0.0.731861,5.417906043,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1715182826.702359137
0.0.5171111,0.0.731861,0.10563231,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182824.359710912
0.0.5310061,0.0.731861,0.418388191,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182827.556567383
0.0.5344186,0.0.731861,9.061379187,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1715182829.029542975
0.0.5117832,0.0.731861,4.567967482,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1715182829.600519987
0.0.4744252,0.0.731861,0.028567518,NOT_ASSOCIATED,0.0.3948521,
0.0.5687394,0.0.731861,0.004630123,NOT_ASSOCIATED,0.0.3948521,
0.0.3927125,0.0.731861,3.348950509,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1715182828.358038138
0.0.2822820,0.0.731861,0.14812213,SUCCESS,0.0.3948521,0.0.4138717@1715182828.150233261
0.0.4306234,0.0.731861,11.81447773,SUCCESS,0.0.3948521,0.0.4138717@1715182829.668749541
0.0.846260,0.0.731861,2236.362898,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1715182830.661193178
0.0.4712184,0.0.731861,16.2119655,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964790&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964855&0.0.3964815&0.0.3964825,0.0.4138717@1715182827.970926945
0.0.1353334,0.0.731861,0.155273448,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1715182829.982670117
0.0.4340290,0.0.731861,26.20372988,SUCCESS,0.0.3948521,0.0.4138717@1715182829.986384297
0.0.2017574,0.0.731861,0.035737563,SUCCESS,0.0.3948521,0.0.4138717@1715182833.361260557
0.0.838563,0.0.731861,1672.560756,SUCCESS,0.0.3948521&0.0.3964782&0.0.3951117,0.0.4138717@1715182832.052880269
0.0.1588986,0.0.731861,1.09E-07,SUCCESS,0.0.3948521,0.0.4138717@1715182832.329886046
0.0.4313767,0.0.731861,0.021038177,SUCCESS,0.0.3948521&0.0.3964790,0.0.4138717@1715182835.601462485
0.0.4836643,0.0.731861,60.69156108,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964827&0.0.3964840&0.0.3964804&0.0.3964860,0.0.4138717@1715182832.703694053
0.0.1045561,0.0.731861,0.023476149,SUCCESS,0.0.3948521&0.0.3961531&0.0.3964800,0.0.4138717@1715182832.388617322
0.0.650665,0.0.731861,0.166427984,SUCCESS,0.0.3948521,0.0.4138717@1715182835.360938170
0.0.4865794,0.0.731861,300.9252492,SUCCESS,0.0.3948521,0.0.4138717@1715182837.309611915
0.0.576004,0.0.731861,1969.246783,SUCCESS,0.0.3948521,0.0.4138717@1715182839.176685932
0.0.1282331,0.0.731861,44.1249269,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964790&0.0.3964804&0.0.3964808,0.0.4138717@1715182838.874016581
0.0.3971792,0.0.731861,1.024687423,SUCCESS,0.0.3948521&0.0.3964804,0.0.4138717@1715182836.994487679
0.0.5612523,0.0.731861,601.3997032,SUCCESS,0.0.3948521&0.0.3964795&0.0.3951117&0.0.3964804&0.0.3964808&0.0.3964815&0.0.3964821&0.0.3964860,0.0.4138717@1715182839.714593515
0.0.1512214,0.0.731861,24.97399593,SUCCESS,0.0.3964782&0.0.3964795&0.0.3964800&0.0.3964834&0.0.3964837&0.0.3964809,0.0.4138717@1715182837.844054152
0.0.1483886,0.0.731861,18703.17885,SUCCESS,0.0.3964782,0.0.4138717@1715182836.533176527
0.0.1078514,0.0.731861,0.332142405,SUCCESS,0.0.3964782,0.0.4138717@1715182839.031558720
0.0.1088188,0.0.731861,1264.781025,SUCCESS,0.0.3964782&0.0.3964808&0.0.3964825,0.0.4138717@1715182843.449996951
0.0.1415474,0.0.731861,46.08427889,SUCCESS,0.0.3964782&0.0.3964785,0.0.4138717@1715182839.005078635
0.0.2152309,0.0.731861,1.66E-07,SUCCESS,0.0.3964782,0.0.4138717@1715182838.857571955
0.0.1416793,0.0.731861,0.691031419,SUCCESS,0.0.3964782&0.0.3964790,0.0.4138717@1715182842.017690218
0.0.914573,0.0.731861,3.208855402,SUCCESS,0.0.3964782&0.0.3964837&0.0.3964809,0.0.4138717@1715182842.782502855
0.0.1453734,0.0.731861,102.4046276,SUCCESS,0.0.3964785&0.0.3964808&0.0.3964821,0.0.4138717@1715182842.281535703
0.0.919082,0.0.731861,280.2165314,SUCCESS,0.0.3964785,0.0.4138717@1715182843.655179151
0.0.2082077,0.0.731861,12.92915473,SUCCESS,0.0.3964785,0.0.4138717@1715182846.666908630
0.0.1404780,0.0.731861,1.752198691,SUCCESS,0.0.3964785,0.0.4138717@1715182845.884445231
0.0.2005033,0.0.731861,35.73702516,SUCCESS,0.0.3964785&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964834&0.0.3964837&0.0.3964840,0.0.4138717@1715182846.220700589
0.0.4335561,0.0.731861,95.32236724,SUCCESS,0.0.3964785&0.0.3964790&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964855&0.0.3964804&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1715182847.165871822
0.0.4766646,0.0.731861,12.94718753,SUCCESS,0.0.3964785&0.0.3964827&0.0.3964855&0.0.3964804&0.0.3964815,0.0.4138717@1715182844.454454114
0.0.1429557,0.0.731861,8.290588545,SUCCESS,0.0.3964785&0.0.3964815,0.0.4138717@1715182844.082178787
0.0.3359892,0.0.731861,7837.225561,SUCCESS,0.0.3964790,0.0.4138717@1715182850.027792544
0.0.1479798,0.0.731861,23.75519704,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964837&0.0.3964804,0.0.4138717@1715182847.728194896
0.0.3965633,0.0.731861,0.04723563,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1715182851.223283273
0.0.731977,0.0.731861,0.577609462,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1715182851.673404803
0.0.950545,0.0.731861,3626.176917,SUCCESS,0.0.3964790&0.0.3961531&0.0.3964800&0.0.3951117&0.0.3964837&0.0.3964840,0.0.4138717@1715182851.430647423
0.0.835827,0.0.731861,7.861386258,SUCCESS,0.0.3964790,0.0.4138717@1715182852.027916847
0.0.690873,0.0.731861,1.75188E-05,SUCCESS,0.0.3964790,0.0.4138717@1715182848.140744658
0.0.1263649,0.0.731861,14.47083556,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1715182851.396195718
0.0.1130645,0.0.731861,70.41144854,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1715182852.982312110
0.0.1051402,0.0.731861,45.05360696,SUCCESS,0.0.3964790&0.0.3964800&0.0.3964827&0.0.3964804&0.0.3964860,0.0.4138717@1715182852.607256481
