account,token address,amount,state,pool address,tx id
0.0.4693932,0.0.731861,5.29E-08,SUCCESS,0.0.3964790,0.0.4138717@1722282546.615701395
0.0.4330219,0.0.731861,0.006726271,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1722282546.962225419
0.0.1028502,0.0.731861,90.61484343,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1722282547.729232687
0.0.831944,0.0.731861,3.31E-08,SUCCESS,0.0.3964790,0.0.4138717@1722282544.316675060
0.0.4390796,0.0.731861,0.007267352,SUCCESS,0.0.3964790,0.0.4138717@1722282547.621849655
0.0.1024843,0.0.731861,2.24E-07,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964855&0.0.3964804&0.0.3964860,0.0.4138717@1722282548.197138315
0.0.3903731,0.0.731861,1.73304E-05,NOT_ASSOCIATED,0.0.3964790&0.0.3951117&0.0.3964827,
0.0.3926190,0.0.731861,7.43E-07,SUCCESS,0.0.3964790,0.0.4138717@1722282550.341185625
0.0.1924811,0.0.731861,0.016100725,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1722282551.807959085
0.0.3947850,0.0.731861,5.28441E-05,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1722282549.592817767
0.0.790151,0.0.731861,19.44746361,SUCCESS,0.0.3964790&0.0.3964837,0.0.4138717@1722282551.769405080
0.0.4322011,0.0.731861,38.76425933,SUCCESS,0.0.3964790&0.0.3961531,0.0.4138717@1722282551.533321880
0.0.835929,0.0.731861,0.002386054,SUCCESS,0.0.3964790&0.0.3961531&0.0.3951117&0.0.3964855&0.0.3964825&0.0.3964860,0.0.4138717@1722282553.128846651
0.0.4358343,0.0.731861,0.00884844,SUCCESS,0.0.3964790,0.0.4138717@1722282550.548469519
0.0.813427,0.0.731861,1.87437E-05,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1722282552.852174418
0.0.1769460,0.0.731861,0.001450702,SUCCESS,0.0.3964790,0.0.4138717@1722282553.359248375
0.0.1512938,0.0.731861,0.014520992,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1722282553.079901655
0.0.4759327,0.0.731861,0.000801001,SUCCESS,0.0.3964790,0.0.4138717@1722282551.348665709
0.0.4755852,0.0.731861,5.863696089,SUCCESS,0.0.3964790,0.0.4138717@1722282554.669911946
0.0.3854083,0.0.731861,0.010170338,SUCCESS,0.0.3964790,0.0.4138717@1722282555.813911184
0.0.1524656,0.0.731861,0.004621308,SUCCESS,0.0.3964790,0.0.4138717@1722282555.474445838
0.0.4614479,0.0.731861,13.8930276,SUCCESS,0.0.3964790,0.0.4138717@1722282557.166238804
0.0.4914246,0.0.731861,15.76366132,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964827&0.0.3964855,0.0.4138717@1722282553.365111448
0.0.708744,0.0.731861,0.002252584,SUCCESS,0.0.3964790,0.0.4138717@1722282558.025722542
0.0.4908409,0.0.731861,5.28631E-06,SUCCESS,0.0.3964790,0.0.4138717@1722282559.166197388
0.0.4383878,0.0.731861,0.003444064,SUCCESS,0.0.3964790&0.0.3951117,0.0.4138717@1722282559.603852268
0.0.4737222,0.0.731861,1.590621672,SUCCESS,0.0.3964790&0.0.3964827,0.0.4138717@1722282559.976899939
0.0.1093612,0.0.731861,0.001175978,SUCCESS,0.0.3964790&0.0.3964804,0.0.4138717@1722282556.373221633
0.0.4763807,0.0.731861,0.004849229,SUCCESS,0.0.3964790,0.0.4138717@1722282557.643346354
0.0.1137113,0.0.731861,0.019221828,SUCCESS,0.0.3964790,0.0.4138717@1722282559.019417289
0.0.1281501,0.0.731861,24.04857941,SUCCESS,0.0.3964790&0.0.3951117&0.0.3964855,0.0.4138717@1722282557.506834194
0.0.4908646,0.0.731861,0.879147337,SUCCESS,0.0.3964790,0.0.4138717@1722282559.019823109
0.0.4713459,0.0.731861,0.05749315,SUCCESS,0.0.3964790,0.0.4138717@1722282563.828610014
0.0.639737,0.0.731861,0.053067208,SUCCESS,0.0.3964790,0.0.4138717@1722282561.495202308
0.0.5180661,0.0.731861,0.001431409,SUCCESS,0.0.3964790,0.0.4138717@1722282562.237641628
0.0.1234031,0.0.731861,0.00185075,SUCCESS,0.0.3964790,0.0.4138717@1722282560.788335263
0.0.4761739,0.0.731861,0.127191104,SUCCESS,0.0.3964790,0.0.4138717@1722282562.810887831
0.0.233941,0.0.731861,393.2016353,SUCCESS,0.0.3964790,0.0.4138717@1722282563.236320953
