account,amount,state,token address,pool address,tx id
0.0.665927,180.5616554447421,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1735584718.304361017
0.0.1761556,19.34680375557448,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584719.145570952
0.0.7950871,6614.506856485357,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3961531&0.0.3964790&0.0.3964795&0.0.3964804&0.0.3964808&0.0.3964821&0.0.3964827&0.0.3964860&0.0.6071074,0.0.4138717@1735584720.413550636
0.0.1070346,662.3934922194677,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964840,0.0.4138717@1735584720.740619906
0.0.4594562,117.2192804774051,SUCCESS,0.0.731861,0.0.3948521&0.0.3964782&0.0.3964804,0.0.4138717@1735584718.483949312
0.0.7951,33156.97380426618,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964782&0.0.3964785&0.0.3964790&0.0.3964804&0.0.3964809&0.0.3964855,0.0.4138717@1735584718.925348011
0.0.628683,30.52476750702192,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531,0.0.4138717@1735584718.124753915
0.0.7941001,0.6778465423873196,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584721.556004772
0.0.4968728,49.64939376851046,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584720.677206676
0.0.846260,1176.330033941368,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584719.381829423
0.0.953203,127.7518971793785,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584726.837413014
0.0.2005033,0.1569426214386851,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584725.969605084
0.0.2960520,0.1079983214246487,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584724.243640415
0.0.1096529,46.4824792455922,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964860,0.0.4138717@1735584724.650772032
0.0.7965399,0.9377119327014624,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584724.671487548
0.0.5704436,0.01379479673743994,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584723.977871893
0.0.4363476,0.002649309192433625,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584724.106425632
0.0.820781,5446.881893385728,SUCCESS,0.0.731861,0.0.3948521&0.0.3964795&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964815&0.0.6071074,0.0.4138717@1735584728.154004056
0.0.732440,0.003749347866700802,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584726.616291358
0.0.7965397,2.463883982119752,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584727.001398064
0.0.5310061,2.58323835145549,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1735584727.857562367
0.0.1882571,97.49148508987923,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964860,0.0.4138717@1735584730.294845706
0.0.6099825,6.548782324778538e-7,NOT_ASSOCIATED,0.0.731861,0.0.3948521,
0.0.5119346,15.38739690002413,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1735584730.783057210
0.0.4154537,422.7551171142537,SUCCESS,0.0.731861,0.0.3948521&0.0.3964840,0.0.4138717@1735584727.476344835
0.0.4317961,3.60970496070033,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584731.941689882
0.0.1456638,11.6568213592307,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584730.719437294
0.0.1088394,193.8169890116343,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964860,0.0.4138717@1735584729.698868493
0.0.6096464,88.16813731571774,NOT_ASSOCIATED,0.0.731861,0.0.3948521&0.0.3964808,
0.0.5118232,0.612187539461246,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1735584732.581734797
0.0.6440477,1.242732624676076,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1735584728.604244613
0.0.4313767,0.1803453603438206,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584733.204318349
0.0.2582231,6.825099960158707,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584731.917533608
0.0.4358361,0.6972906446061348,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584735.540239596
0.0.1429028,5.058700256494611,NOT_ASSOCIATED,0.0.731861,0.0.3948521,
0.0.4138268,57.73790455505977,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1735584733.773270864
0.0.6199338,0.2831589006930245,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1735584733.883037047
0.0.1315573,117.0718181444864,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964804&0.0.3964808,0.0.4138717@1735584732.673829877
0.0.5119059,5.130701990293328,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1735584734.105463878
0.0.1339713,91.99127974022363,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531,0.0.4138717@1735584734.118151650
0.0.836080,0.236922925494228,SUCCESS,0.0.731861,0.0.3948521&0.0.3964837&0.0.3964855,0.0.4138717@1735584737.832207241
0.0.6781119,372.2243852920712,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964795&0.0.3964804&0.0.3964815&0.0.3964827&0.0.3964834&0.0.3964860&0.0.3964840,0.0.4138717@1735584736.321291806
