account,amount,state,token address,pool address,tx id
0.0.7965399,0.00009170197773778388,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731238.489261125
0.0.2923216,7.764562697359189,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731237.951338088
0.0.720300,1.80208938039303,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731236.178456245
0.0.4337411,0.1581404436909659,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731237.138135552
0.0.935283,28.18790915193567,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731236.314242091
0.0.7965397,0.00008415305315916223,FAIL,hbar,0.0.3948521,
0.0.1353334,0.2121828616372733,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731238.406770752
0.0.778405,0.8109815614116429,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731236.868341298
0.0.4336081,2.833605737204123,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731235.168674311
0.0.4785406,0.5033587608484386,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731234.631834957
0.0.7789171,1.356978934359618,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731238.006352683
0.0.2582231,0.6727707693806658,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731241.114280488
0.0.7950871,2517.05270100196,SUCCESS,hbar,0.0.3948521&0.0.3964795&0.0.3964804&0.0.3964808&0.0.3964815&0.0.3964821&0.0.3964827&0.0.3964855&0.0.3964840&0.0.6071074&0.0.6071119,0.0.4138717@1753731241.519913578
0.0.4853295,17.61171639359137,SUCCESS,hbar,0.0.3948521&0.0.3964800&0.0.6071074,0.0.4138717@1753731242.353008809
0.0.4363476,1.313138285449059,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731241.349258055
0.0.3210690,0.1140647301077034,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731240.186003946
0.0.8162440,26.21825868317281,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731239.469155276
0.0.4154537,1.814781956578168,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731241.483681071
0.0.1072342,23.86519626664123,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731242.828212306
0.0.1440383,20.11514536061683,SUCCESS,hbar,0.0.3948521&0.0.3964804,0.0.4138717@1753731242.027225493
0.0.859023,0.02226816072673615,SUCCESS,hbar,0.0.3948521&0.0.3964804&0.0.3964837&0.0.6071119,0.0.4138717@1753731244.584965049
0.0.6872459,513.4821806892884,SUCCESS,hbar,0.0.3948521&0.0.3951117&0.0.3964790&0.0.4601632&0.0.5328590&0.0.6071041,0.0.4138717@1753731244.174632753
0.0.1233716,1.494762450591965,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731243.959721964
0.0.7822649,11.34987058667696,SUCCESS,hbar,0.0.3948521&0.0.3964825,0.0.4138717@1753731246.382528397
0.0.3961176,0.00818304010022829,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731244.584112413
0.0.1265153,0.01150117264426217,SUCCESS,hbar,0.0.3948521&0.0.3951117&0.0.3964785&0.0.3964795&0.0.3964815&0.0.3964827&0.0.3964840,0.0.4138717@1753731246.266810650
0.0.1016797,0.2511227720922598,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731244.997329492
0.0.1317940,33.83560555578585,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731248.938230027
0.0.7291414,2.933220551175898,SUCCESS,hbar,0.0.3948521,0.0.4138717@1753731248.407373219
0.0.8684349,842.1732896792967,SUCCESS,hbar,0.0.3948521&0.0.3964800&0.0.3964809&0.0.3964825&0.0.3964860,0.0.4138717@1753731247.125884807
