Account ID,Token ID,Airdrop Amount,Airdrop Status,Pools,Airdrop TX ID
0.0.3948479,0.0.731861,1.00935E-05,NOT_ASSOCIATED,0.0.3948521,
0.0.3958740,0.0.731861,2.41037E-05,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1718652314.711053903
0.0.1265153,0.0.731861,0.023594358,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964790&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964815,0.0.4138717@1718652310.653288013
0.0.732798,0.0.731861,0.45733597,SUCCESS,0.0.3948521&0.0.3964790&0.0.3964804,0.0.4138717@1718652312.034891284
0.0.3961176,0.0.731861,2.83E-07,NOT_ASSOCIATED,0.0.3948521,
0.0.165981,0.0.731861,2.75008E-05,SUCCESS,0.0.3948521,0.0.4138717@1718652309.795075678
0.0.7951,0.0.731861,7653.648881,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3964790&0.0.3961531&0.0.3964855&0.0.3964808&0.0.3964809&0.0.3964815&0.0.3964860,0.0.4138717@1718652314.477607145
0.0.820781,0.0.731861,10330.13055,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3964834&0.0.3964808&0.0.3964809&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860&0.0.6071074,0.0.4138717@1718652313.112028164
0.0.1325925,0.0.731861,706.1704883,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3961531&0.0.3964795&0.0.3964800,0.0.4138717@1718652310.340065137
0.0.1930477,0.0.731861,6.031548194,SUCCESS,0.0.3948521&0.0.3964782,0.0.4138717@1718652312.671491138
0.0.1930663,0.0.731861,2.237716612,SUCCESS,0.0.3948521,0.0.4138717@1718652314.732145358
0.0.1008009,0.0.731861,7.055096706,SUCCESS,0.0.3948521&0.0.3964790&0.0.3961531&0.0.3964855,0.0.4138717@1718652310.738422738
0.0.665927,0.0.731861,24.82946108,SUCCESS,0.0.3948521,0.0.4138717@1718652318.637644631
0.0.692862,0.0.731861,105.8149571,SUCCESS,0.0.3948521&0.0.3964782,0.0.4138717@1718652318.778834707
0.0.836544,0.0.731861,8.850203003,SUCCESS,0.0.3948521&0.0.3964800,0.0.4138717@1718652317.159587243
0.0.965222,0.0.731861,16.81452726,SUCCESS,0.0.3948521&0.0.3964834&0.0.3964840&0.0.3964808&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1718652315.578582058
0.0.1396279,0.0.731861,53.37693265,SUCCESS,0.0.3948521,0.0.4138717@1718652315.872098755
0.0.1076730,0.0.731861,0.791149367,SUCCESS,0.0.3948521,0.0.4138717@1718652316.176779077
0.0.1140907,0.0.731861,403.4593503,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1718652321.798903467
0.0.53416,0.0.731861,995.7842717,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1718652321.046346270
0.0.1152713,0.0.731861,18496.92187,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1718652319.423606315
0.0.919082,0.0.731861,12.0949783,SUCCESS,0.0.3948521,0.0.4138717@1718652319.703606803
0.0.1427613,0.0.731861,0.161741078,SUCCESS,0.0.3948521,0.0.4138717@1718652319.829503795
0.0.2116956,0.0.731861,0.005499552,SUCCESS,0.0.3948521&0.0.3964782&0.0.3961531&0.0.3951117&0.0.3964855,0.0.4138717@1718652322.499941997
0.0.2960520,0.0.731861,226.394567,SUCCESS,0.0.3948521&0.0.3964790,0.0.4138717@1718652320.800965870
0.0.858338,0.0.731861,1.00E-06,SUCCESS,0.0.3948521,0.0.4138717@1718652323.964181339
0.0.1082181,0.0.731861,0.001967904,SUCCESS,0.0.3948521&0.0.3964782&0.0.3951117,0.0.4138717@1718652325.255615502
0.0.4315617,0.0.731861,0.872451095,SUCCESS,0.0.3948521&0.0.3951117,0.0.4138717@1718652322.619262185
0.0.1018824,0.0.731861,9.070427353,SUCCESS,0.0.3948521&0.0.3964790&0.0.3951117&0.0.3964837&0.0.3964855&0.0.3964804&0.0.6071074,0.0.4138717@1718652324.260735840
0.0.1744105,0.0.731861,0.01027548,SUCCESS,0.0.3948521&0.0.3961531,0.0.4138717@1718652323.715844401
0.0.2005033,0.0.731861,1.48543244,SUCCESS,0.0.3948521,0.0.4138717@1718652326.212632120
0.0.1097257,0.0.731861,0.382945578,SUCCESS,0.0.3948521&0.0.3964785&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964837&0.0.3964840&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964821&0.0.3964860,0.0.4138717@1718652327.299966077
0.0.896352,0.0.731861,75.60664591,SUCCESS,0.0.3948521&0.0.3961531&0.0.3964804&0.0.3964808,0.0.4138717@1718652328.822204482
0.0.3313554,0.0.731861,22.22735277,SUCCESS,0.0.3948521,0.0.4138717@1718652328.655578184
0.0.1338331,0.0.731861,8.172612294,SUCCESS,0.0.3948521&0.0.3961531&0.0.3964804&0.0.3964860,0.0.4138717@1718652327.498224001
0.0.1133493,0.0.731861,1234.090261,SUCCESS,0.0.3948521&0.0.3964790&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964821&0.0.3964825&0.0.3964860&0.0.6071074,0.0.4138717@1718652330.762703534
0.0.4544530,0.0.731861,30.97623263,SUCCESS,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3964790&0.0.3961531&0.0.3964795&0.0.3964800&0.0.3951117&0.0.3964827&0.0.3964834&0.0.3964837&0.0.3964840&0.0.3964855&0.0.3964804&0.0.3964808&0.0.3964809&0.0.3964815&0.0.3964821&0.0.3964825&0.0.3964860,0.0.4138717@1718652326.813276201
0.0.2822820,0.0.731861,0.000915289,SUCCESS,0.0.3948521,0.0.4138717@1718652330.669648960
0.0.6068244,0.0.731861,144.4757954,SUCCESS,0.0.3948521&0.0.3964840&0.0.3964804&0.0.3964821&0.0.3964825,0.0.4138717@1718652330.940179798
0.0.6034631,0.0.731861,5.494886208,NOT_ASSOCIATED,0.0.3948521&0.0.3964804&0.0.3964808,
0.0.6099825,0.0.731861,4.823131099,NOT_ASSOCIATED,0.0.3948521&0.0.3964804&0.0.3964808,
0.0.901443,0.0.731861,4.75262518,SUCCESS,0.0.3948521&0.0.3961531&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1718652332.941604318
0.0.5118079,0.0.731861,1.968370237,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1718652332.654544560
0.0.5118232,0.0.731861,0.187971906,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1718652335.889605944
0.0.5129249,0.0.731861,4.127307574,SUCCESS,0.0.3948521&0.0.3964790&0.0.3964804,0.0.4138717@1718652332.896050678
0.0.5119346,0.0.731861,4.22649461,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1718652332.500849232
0.0.5188747,0.0.731861,7.187890574,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1718652333.255526604
0.0.5182107,0.0.731861,0.284057455,NOT_ASSOCIATED,0.0.3948521&0.0.3951117&0.0.3964804,
0.0.1339713,0.0.731861,3.23811E-05,SUCCESS,0.0.3948521,0.0.4138717@1718652336.923815590
0.0.5119059,0.0.731861,1.29126603,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1718652337.615393580
0.0.5273155,0.0.731861,1.156869187,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1718652337.681376658
0.0.5310061,0.0.731861,0.667719738,SUCCESS,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1718652335.848335499
