account,amount,state,token address,pool address,tx id
0.0.5804427,0.6184008293448284,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468124.689633304
0.0.8197583,557.3096647844465,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468121.877530855
0.0.9132238,1156.168144223854,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1746468122.377562869
0.0.1091980,0.5412020643283588,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964804,0.0.4138717@1746468123.397436731
0.0.9129985,4988.28048384182,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964809&0.0.3964837&0.0.3964860&0.0.3964840,0.0.4138717@1746468121.623269156
0.0.1703452,330.9740491077538,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964790&0.0.3964804&0.0.3964825,0.0.4138717@1746468124.611946180
0.0.1404780,0.6957804140454953,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1746468119.812316031
0.0.1491164,25.17406429993451,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468119.814490662
0.0.1096529,22.7227988664176,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964860,0.0.4138717@1746468121.647397891
0.0.820781,9542.9691874891,SUCCESS,0.0.731861,0.0.3948521&0.0.3964782&0.0.3964785&0.0.3964795&0.0.3964804&0.0.3964809&0.0.3964815&0.0.6071074,0.0.4138717@1746468121.952870565
0.0.9145344,7527.878829113663,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468127.624471601
0.0.8684349,12830.65909622559,SUCCESS,0.0.731861,0.0.3948521&0.0.3964795&0.0.3964809&0.0.3964821&0.0.3964825&0.0.3964837&0.0.3964860,0.0.4138717@1746468126.861597505
0.0.4712184,3.01105116485171,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964782&0.0.3964790&0.0.3964795&0.0.3964837,0.0.4138717@1746468124.426597620
0.0.840173,14.66260900308137,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468124.617499519
0.0.5119346,58.79530718806908,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1746468126.275979289
0.0.4715971,5.032686105250535,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1746468125.739121236
0.0.1088394,267.3507300174304,SUCCESS,0.0.731861,0.0.3948521&0.0.3964790&0.0.3964804&0.0.3964860&0.0.3964840,0.0.4138717@1746468127.043037089
0.0.2822820,2.695580829620017,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1746468129.243539927
0.0.5052897,9.534847736616683,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468128.385945524
0.0.5118232,5.095050121486119,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804,0.0.4138717@1746468126.563665134
0.0.8316948,12.53622682056946,NOT_ASSOCIATED,0.0.731861,0.0.3948521&0.0.3964804,
0.0.1152713,26968.94727621497,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964782&0.0.3964785&0.0.3964790,0.0.4138717@1746468130.327338568
0.0.5118079,24.36239340470625,SUCCESS,0.0.731861,0.0.3948521&0.0.3951117&0.0.3964804&0.0.3964808,0.0.4138717@1746468131.859132210
0.0.842953,3377.307096862546,SUCCESS,0.0.731861,0.0.3948521&0.0.3961531&0.0.3964782,0.0.4138717@1746468128.708912307
0.0.2995673,360.7175231042335,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964860,0.0.4138717@1746468130.773878785
0.0.4865794,247.8849285808464,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1746468129.698366334
0.0.965222,250.6938997768357,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804&0.0.3964821&0.0.3964825,0.0.4138717@1746468132.857259644
0.0.839921,0.1081632379318237,SUCCESS,0.0.731861,0.0.3948521,0.0.4138717@1746468134.131372176
0.0.1181772,0.7014657222646213,SUCCESS,0.0.731861,0.0.3948521&0.0.3964804,0.0.4138717@1746468136.548138407
