Account ID,Token ID,Airdrop Amount,Airdrop Status,Airdrop TX ID
0.0.3948479,0.0.731861,2.993050432,NOT_ASSOCIATED,
0.0.3961176,0.0.731861,1.942578324,NOT_ASSOCIATED,
0.0.2964532,0.0.731861,2.457571734,NOT_ASSOCIATED,
0.0.3959238,0.0.731861,315.2829873,NOT_ASSOCIATED,
0.0.1923201,0.0.731861,0.047851998,NOT_ASSOCIATED,
0.0.846959,0.0.731861,0.014546284,NOT_ASSOCIATED,
0.0.3967616,0.0.731861,12.413845,NOT_ASSOCIATED,
0.0.3966137,0.0.731861,99.98942862,NOT_ASSOCIATED,
0.0.4044502,0.0.731861,206.0861357,NOT_ASSOCIATED,
0.0.4105428,0.0.731861,10.91460689,NOT_ASSOCIATED,
0.0.2879822,0.0.731861,0.003006981,NOT_ASSOCIATED,
0.0.1517175,0.0.731861,66.96274993,NOT_ASSOCIATED,
0.0.1485845,0.0.731861,1.598748557,NOT_ASSOCIATED,
0.0.1324436,0.0.731861,15.33452778,NOT_ASSOCIATED,
0.0.4174858,0.0.731861,11.05821486,SUCCESS,0.0.4138717@1703896468.305839526
0.0.4138268,0.0.731861,26.60519849,NOT_ASSOCIATED,
0.0.4176620,0.0.731861,7.217050423,NOT_ASSOCIATED,
0.0.839992,0.0.731861,199.7817561,NOT_ASSOCIATED,
0.0.3160408,0.0.731861,75.25219602,NOT_ASSOCIATED,
0.0.606033,0.0.731861,281.6948637,NOT_ASSOCIATED,
0.0.1986218,0.0.731861,17.51464492,NOT_ASSOCIATED,
0.0.4049493,0.0.731861,66.83456719,NOT_ASSOCIATED,
0.0.834868,0.0.731861,8471.645661,NOT_ASSOCIATED,
0.0.4153513,0.0.731861,119.2100542,NOT_ASSOCIATED,
0.0.3768895,0.0.731861,2.75662E-05,NOT_ASSOCIATED,
0.0.2162364,0.0.731861,11.04064231,NOT_ASSOCIATED,
0.0.885355,0.0.731861,14.99317944,NOT_ASSOCIATED,
0.0.4158851,0.0.731861,12.63808429,NOT_ASSOCIATED,
0.0.4161393,0.0.731861,9.110850581,NOT_ASSOCIATED,
0.0.4228975,0.0.731861,14.13688051,NOT_ASSOCIATED,
0.0.1999257,0.0.731861,22.69922991,NOT_ASSOCIATED,
0.0.4312030,0.0.731861,11.24017436,SUCCESS,0.0.4138717@1703896474.015122106
0.0.1418140,0.0.731861,3.521543759,NOT_ASSOCIATED,
0.0.1453159,0.0.731861,57491.89271,NOT_ASSOCIATED,
0.0.4179053,0.0.731861,0.043045501,NOT_ASSOCIATED,
0.0.3965629,0.0.731861,4.776686857,SUCCESS,0.0.4138717@1703896481.107218091
0.0.4306152,0.0.731861,0.106721663,SUCCESS,0.0.4138717@1703896487.703318222
0.0.1296578,0.0.731861,294.9894134,SUCCESS,0.0.4138717@1703896495.422911990
0.0.4310718,0.0.731861,33.9339105,SUCCESS,0.0.4138717@1703896499.560275222
0.0.3708877,0.0.731861,26.01073271,NOT_ASSOCIATED,
0.0.4313332,0.0.731861,176.683762,NOT_ASSOCIATED,
0.0.4157153,0.0.731861,0.001720912,SUCCESS,0.0.4138717@1703896502.472607257
0.0.3958740,0.0.731861,0.005166933,SUCCESS,0.0.4138717@1703896510.725453304
0.0.512388,0.0.731861,228.5330228,SUCCESS,0.0.4138717@1703896516.386703038
0.0.1265153,0.0.731861,0.071704611,SUCCESS,0.0.4138717@1703896521.965438150
0.0.732798,0.0.731861,0.059939686,SUCCESS,0.0.4138717@1703896529.616135951
0.0.165981,0.0.731861,56.60276304,SUCCESS,0.0.4138717@1703896536.942519045
0.0.1263006,0.0.731861,0.013871062,SUCCESS,0.0.4138717@1703896541.594947567
0.0.7951,0.0.731861,91028.78138,SUCCESS,0.0.4138717@1703896549.342256246
0.0.1109942,0.0.731861,56.26860358,SUCCESS,0.0.4138717@1703896554.992211759
0.0.732888,0.0.731861,1017.960655,SUCCESS,0.0.4138717@1703896558.623774403
0.0.1325925,0.0.731861,10929.09923,SUCCESS,0.0.4138717@1703896563.873495444
0.0.1930477,0.0.731861,21367.33352,SUCCESS,0.0.4138717@1703896566.910323274
0.0.1930663,0.0.731861,3514.386433,SUCCESS,0.0.4138717@1703896572.313997120
0.0.458059,0.0.731861,859.6841426,SUCCESS,0.0.4138717@1703896575.855211104
0.0.1512214,0.0.731861,7.018369894,SUCCESS,0.0.4138717@1703896580.927040342
0.0.665927,0.0.731861,705.7362471,SUCCESS,0.0.4138717@1703896587.990978977
0.0.692862,0.0.731861,49.04916408,SUCCESS,0.0.4138717@1703896596.018759547
0.0.842247,0.0.731861,57.61478981,SUCCESS,0.0.4138717@1703896601.341117641
0.0.1085174,0.0.731861,5851.379991,SUCCESS,0.0.4138717@1703896607.922681950
